Date,02T,03T(เก่า),03T(ใหม่),05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T(เก่า),34T(ใหม่),35T,36T,37A,38A,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T
8/25/2015,34,N/A,17,22,N/A,16,18,15,17,18,23,N/A,45,N/A,12,N/A,21,N/A,N/A,19,28,16,37,19,N/A,22,N/A,47,30,16,18,20,25,20,20,29,24,N/A,18,21,25,10,12,15,16,15,26,31,N/A,25,57,22,23,N/A,17,N/A,19,N/A,21,N/A,24,27,N/A,27
8/26/2015,40,N/A,19,23,N/A,15,18,12,18,18,18,N/A,48,N/A,12,N/A,25,N/A,N/A,22,23,14,41,18,N/A,19,N/A,47,19,13,21,19,21,19,22,28,18,N/A,14,22,27,12,14,N/A,17,21,36,43,10,38,23,27,36,63,25,N/A,22,N/A,24,4,42,27,N/A,N/A
8/27/2015,27,N/A,12,30,N/A,17,22,18,18,16,18,N/A,44,N/A,11,N/A,28,N/A,N/A,20,27,21,40,21,N/A,19,N/A,43,23,16,15,24,23,28,22,28,19,N/A,19,25,23,12,11,14,18,24,52,110,7,36,27,43,41,54,19,N/A,16,N/A,19,6,N/A,16,N/A,24
8/28/2015,16,N/A,29,34,N/A,19,21,20,18,20,25,N/A,59,N/A,15,N/A,36,N/A,N/A,30,35,23,52,18,N/A,16,N/A,54,22,17,30,15,22,23,19,22,15,N/A,19,25,29,17,15,14,18,30,63,97,14,30,30,46,56,52,20,13,21,N/A,21,7,20,23,N/A,31
8/29/2015,17,N/A,25,31,N/A,17,25,18,18,17,22,N/A,49,N/A,12,N/A,27,N/A,30,37,34,24,50,22,24,17,N/A,50,25,15,30,19,34,29,25,25,20,N/A,22,23,N/A,19,18,16,21,25,61,58,13,25,31,31,33,50,20,28,16,N/A,21,10,19,25,N/A,30
8/30/2015,21,N/A,18,26,N/A,14,20,14,18,15,25,N/A,48,N/A,11,N/A,24,N/A,30,29,28,18,37,19,29,13,N/A,N/A,21,10,22,23,30,24,27,26,18,N/A,20,27,N/A,18,20,17,22,25,43,32,10,29,20,22,30,43,23,N/A,22,N/A,23,7,15,27,N/A,41
8/31/2015,22,N/A,22,28,N/A,15,21,18,18,17,24,N/A,51,N/A,11,N/A,31,N/A,29,30,26,19,41,18,23,22,N/A,N/A,29,14,22,27,29,22,26,27,25,N/A,17,22,25,12,N/A,15,19,32,33,20,12,25,23,28,42,63,19,N/A,17,N/A,25,6,18,27,N/A,26
9/1/2015,15,N/A,20,29,N/A,14,24,17,17,19,19,N/A,48,N/A,13,N/A,25,N/A,N/A,31,26,17,43,15,26,N/A,N/A,N/A,24,14,23,18,20,17,21,17,18,N/A,19,29,35,30,N/A,19,29,30,31,19,15,28,13,42,74,59,17,N/A,20,N/A,29,7,18,22,N/A,19
9/2/2015,20,N/A,14,25,N/A,14,20,13,16,16,18,N/A,52,N/A,11,N/A,25,N/A,N/A,27,24,15,38,9,25,N/A,N/A,42,21,16,13,19,27,N/A,18,20,19,N/A,14,26,30,25,N/A,17,28,23,29,27,26,30,20,45,75,101,20,N/A,24,N/A,32,7,17,27,N/A,30
9/3/2015,30,N/A,19,26,N/A,18,20,28,18,19,21,N/A,47,N/A,13,N/A,36,N/A,31,20,27,22,43,19,28,11,N/A,69,22,22,25,19,32,23,24,29,23,N/A,26,21,23,18,N/A,19,20,25,33,37,19,26,20,53,55,99,13,N/A,16,N/A,19,8,20,19,N/A,29
9/4/2015,31,N/A,26,28,N/A,24,26,36,19,23,25,N/A,N/A,N/A,14,N/A,46,N/A,38,26,37,29,51,21,38,14,N/A,46,20,16,38,24,31,30,22,35,26,N/A,27,19,25,17,N/A,13,17,24,44,61,19,34,21,38,31,58,19,N/A,13,N/A,19,6,25,17,N/A,23
9/5/2015,26,N/A,31,27,N/A,23,25,21,19,21,24,N/A,N/A,N/A,12,N/A,31,N/A,31,20,34,23,43,23,23,15,N/A,55,27,15,22,19,25,N/A,18,27,26,N/A,22,17,28,16,N/A,13,22,12,42,27,15,40,22,35,22,47,18,N/A,18,N/A,21,6,20,18,N/A,32
9/6/2015,20,N/A,17,22,N/A,16,19,15,17,15,19,N/A,N/A,N/A,12,N/A,26,N/A,25,19,22,15,39,19,21,12,N/A,75,22,14,19,20,28,22,17,17,21,N/A,16,14,24,9,N/A,11,15,17,26,21,N/A,26,24,21,21,40,15,N/A,12,N/A,17,4,19,21,N/A,N/A
9/7/2015,20,N/A,21,22,N/A,12,20,12,17,14,15,N/A,N/A,N/A,13,N/A,23,N/A,N/A,24,24,14,38,22,20,16,N/A,53,29,12,18,32,23,26,23,24,28,N/A,17,19,28,13,N/A,12,16,11,29,24,16,28,32,23,36,45,20,N/A,15,N/A,18,4,22,19,N/A,N/A
9/8/2015,19,N/A,30,21,N/A,13,12,12,18,13,16,N/A,N/A,N/A,13,N/A,22,N/A,N/A,20,28,16,37,28,16,11,N/A,80,31,15,18,43,17,28,34,24,28,N/A,17,21,25,13,N/A,15,16,17,28,22,10,29,25,25,35,49,19,N/A,16,N/A,18,6,20,14,N/A,31
9/9/2015,20,N/A,19,24,N/A,14,20,15,18,14,16,N/A,46,N/A,11,N/A,31,N/A,17,28,23,18,36,23,24,18,N/A,74,32,13,23,45,21,23,21,20,29,N/A,15,22,27,14,N/A,11,19,24,28,19,13,30,34,19,14,32,17,N/A,16,N/A,20,5,23,24,N/A,27
9/10/2015,25,N/A,22,28,N/A,21,22,34,19,21,25,N/A,48,N/A,15,N/A,51,N/A,35,25,32,28,49,18,32,10,N/A,78,22,20,36,15,19,N/A,17,23,21,N/A,21,20,29,16,N/A,13,20,36,25,16,14,25,15,17,11,32,18,N/A,19,N/A,24,7,15,17,N/A,22
9/11/2015,27,N/A,23,29,N/A,23,20,34,20,23,25,N/A,47,N/A,14,N/A,37,N/A,32,30,35,28,55,19,30,17,N/A,52,23,20,30,18,27,N/A,19,25,21,N/A,20,20,31,10,N/A,10,19,20,25,15,19,35,16,12,17,42,18,N/A,20,N/A,20,6,14,17,N/A,27
9/12/2015,33,N/A,37,34,N/A,23,26,28,21,21,24,N/A,52,N/A,17,N/A,35,N/A,27,35,36,26,53,26,28,12,N/A,43,25,16,40,25,20,21,23,22,28,N/A,21,20,26,15,N/A,15,21,19,27,17,24,28,22,16,28,36,19,N/A,19,N/A,21,8,22,21,N/A,44
9/13/2015,24,N/A,24,28,N/A,20,19,20,17,18,22,N/A,48,N/A,16,N/A,29,N/A,25,N/A,30,19,35,28,16,12,N/A,78,20,10,24,26,28,28,22,23,24,N/A,20,17,26,16,N/A,11,21,16,29,16,28,30,23,23,29,40,18,N/A,19,N/A,21,5,28,27,N/A,24
9/14/2015,17,N/A,27,22,N/A,13,16,15,17,14,21,N/A,47,N/A,11,N/A,32,N/A,19,N/A,25,13,24,25,17,11,N/A,73,19,13,24,25,17,27,18,22,24,N/A,19,18,29,19,N/A,14,17,20,31,N/A,40,38,15,78,84,51,14,N/A,15,N/A,21,5,18,21,N/A,19
9/15/2015,24,N/A,43,29,N/A,19,21,22,19,19,24,N/A,59,N/A,16,N/A,38,N/A,22,17,36,23,34,37,23,20,N/A,64,29,15,25,22,17,26,22,29,29,N/A,20,24,29,23,N/A,17,21,13,25,N/A,38,24,16,34,43,27,22,N/A,25,N/A,22,10,19,25,N/A,34
9/16/2015,16,N/A,30,22,N/A,14,13,15,17,13,15,N/A,49,N/A,11,N/A,33,N/A,19,N/A,21,16,22,23,20,8,N/A,81,16,12,23,16,12,26,16,N/A,19,N/A,15,31,37,24,11,21,26,12,16,18,26,23,10,18,15,23,23,N/A,27,N/A,19,11,21,23,N/A,24
9/17/2015,20,N/A,24,25,N/A,15,16,21,17,15,16,N/A,46,N/A,12,N/A,39,N/A,20,15,31,21,28,24,17,11,N/A,71,16,13,24,17,12,N/A,9,N/A,19,N/A,15,28,35,23,14,16,23,15,16,21,17,17,15,35,24,33,19,N/A,22,N/A,11,9,18,15,N/A,22
9/18/2015,24,N/A,13,26,N/A,20,22,30,17,20,21,N/A,43,N/A,13,N/A,37,N/A,25,N/A,31,25,47,32,25,16,N/A,50,13,14,13,19,31,32,N/A,N/A,23,N/A,27,10,17,11,6,10,14,18,62,105,N/A,15,20,88,68,63,13,N/A,10,N/A,8,2,32,14,N/A,34
9/19/2015,43,N/A,41,46,N/A,26,33,39,22,31,35,N/A,52,N/A,18,N/A,56,N/A,45,45,47,39,50,41,35,28,N/A,103,33,41,39,33,41,44,N/A,48,39,N/A,32,14,21,14,8,12,15,22,80,102,31,35,23,89,86,75,N/A,N/A,14,N/A,13,5,32,17,N/A,53
9/20/2015,74,N/A,188,84,N/A,63,56,64,28,62,72,N/A,95,N/A,32,N/A,82,N/A,69,54,N/A,68,109,94,57,68,N/A,154,68,51,79,73,88,70,N/A,84,75,N/A,81,20,29,19,15,15,25,30,55,82,32,50,74,52,51,52,N/A,N/A,19,N/A,17,8,31,23,N/A,86
9/21/2015,78,N/A,149,67,N/A,59,55,61,27,55,65,N/A,85,N/A,31,N/A,73,N/A,68,62,74,59,82,83,70,58,N/A,161,62,46,67,82,90,78,72,80,68,N/A,74,33,44,27,21,21,31,45,56,91,27,46,90,46,44,54,N/A,N/A,25,N/A,24,13,52,22,N/A,96
9/22/2015,N/A,N/A,73,37,N/A,31,31,35,20,31,39,N/A,59,N/A,20,N/A,36,N/A,32,34,40,29,56,40,36,40,N/A,98,48,24,38,53,67,53,50,63,52,N/A,57,32,38,20,14,20,24,N/A,58,56,21,36,57,37,21,43,N/A,N/A,28,N/A,27,12,26,29,N/A,37
9/23/2015,N/A,N/A,35,29,N/A,20,28,35,20,22,30,N/A,45,N/A,15,N/A,32,N/A,31,31,32,28,57,26,43,13,N/A,46,17,17,37,21,28,N/A,23,28,25,N/A,32,27,35,19,11,13,22,N/A,34,27,26,32,29,24,18,31,N/A,N/A,16,N/A,16,6,19,26,N/A,27
9/24/2015,N/A,N/A,33,29,N/A,21,18,21,18,16,29,N/A,54,N/A,14,N/A,28,N/A,29,50,23,21,41,13,27,N/A,N/A,46,21,15,17,21,22,34,25,29,24,N/A,16,26,29,17,18,15,19,N/A,21,14,32,24,22,23,17,26,N/A,N/A,20,N/A,13,6,18,18,N/A,N/A
9/25/2015,N/A,N/A,36,31,N/A,17,23,15,18,19,27,N/A,53,N/A,15,N/A,31,N/A,26,28,26,22,37,23,22,13,N/A,62,23,14,23,25,19,34,24,25,25,N/A,16,20,30,19,N/A,17,19,N/A,22,14,36,26,25,27,13,23,19,N/A,21,N/A,12,4,18,19,N/A,N/A
9/26/2015,N/A,N/A,30,26,N/A,16,19,17,17,15,28,N/A,48,N/A,13,N/A,33,N/A,22,24,24,19,30,18,20,20,N/A,78,35,15,23,22,26,27,20,26,26,N/A,19,23,32,22,N/A,22,24,N/A,21,18,34,29,26,27,14,25,23,N/A,25,N/A,16,7,19,21,N/A,N/A
9/27/2015,N/A,N/A,18,29,N/A,22,22,24,17,18,30,N/A,49,N/A,15,N/A,37,N/A,29,N/A,28,19,31,32,30,25,N/A,68,29,16,20,24,29,25,22,32,27,N/A,30,20,31,21,N/A,17,23,N/A,17,15,32,28,20,19,16,20,19,N/A,23,N/A,18,10,20,19,N/A,N/A
9/28/2015,N/A,N/A,31,31,N/A,21,23,33,18,21,29,N/A,54,N/A,16,N/A,41,N/A,34,15,N/A,27,41,27,23,26,N/A,132,36,22,22,19,22,25,18,28,25,N/A,27,22,33,30,25,16,27,N/A,19,22,35,34,19,9,10,26,23,N/A,21,N/A,21,9,17,23,N/A,N/A
9/29/2015,N/A,N/A,23,39,N/A,25,25,29,18,23,33,N/A,53,N/A,15,N/A,43,N/A,32,17,36,28,50,34,32,29,N/A,161,35,19,22,N/A,26,35,20,23,26,N/A,26,31,41,27,15,20,29,N/A,24,17,36,37,20,13,17,36,26,N/A,24,N/A,22,13,17,27,N/A,N/A
9/30/2015,N/A,N/A,38,29,N/A,29,34,50,21,33,41,N/A,57,N/A,22,N/A,51,N/A,44,35,42,31,55,30,36,31,N/A,164,36,25,31,23,40,36,26,33,24,N/A,32,27,36,37,24,22,32,N/A,27,19,35,40,20,17,18,46,20,N/A,16,N/A,29,13,27,27,27,N/A
10/1/2015,N/A,N/A,42,35,N/A,23,27,43,20,44,31,N/A,51,N/A,16,N/A,51,N/A,36,13,52,37,62,36,34,22,N/A,140,43,22,42,25,N/A,32,28,41,24,N/A,42,18,24,28,12,19,31,33,21,17,28,36,19,29,24,50,18,N/A,18,N/A,24,12,21,21,21,N/A
10/2/2015,35,N/A,53,37,N/A,27,28,38,21,39,28,N/A,59,N/A,18,N/A,61,N/A,39,28,51,35,63,36,30,26,N/A,140,37,22,54,31,N/A,30,27,49,39,N/A,45,17,24,25,17,15,29,28,22,17,32,25,22,20,20,48,21,N/A,16,18,20,10,18,23,27,N/A
10/3/2015,31,N/A,26,28,N/A,26,N/A,39,18,38,33,N/A,53,N/A,19,N/A,56,N/A,29,30,33,25,46,18,36,20,N/A,55,21,24,21,23,27,24,20,29,23,N/A,25,19,36,25,15,14,24,17,27,41,30,20,17,46,66,100,29,N/A,21,19,27,11,N/A,23,24,N/A
10/4/2015,24,N/A,29,27,N/A,22,N/A,27,18,38,30,N/A,48,N/A,14,N/A,41,N/A,31,17,23,18,36,18,32,20,N/A,79,25,15,11,15,32,23,18,15,16,N/A,18,19,31,23,14,15,27,29,43,50,24,30,14,93,134,143,19,N/A,29,18,22,10,N/A,24,22,N/A
10/5/2015,17,N/A,13,22,N/A,19,N/A,28,16,28,25,N/A,40,N/A,14,N/A,43,N/A,30,16,21,18,50,26,46,13,N/A,61,14,14,11,18,29,26,22,22,20,N/A,24,18,31,23,14,18,27,27,55,116,25,21,16,86,113,172,23,N/A,26,17,26,15,15,28,26,N/A
10/6/2015,21,N/A,19,26,N/A,21,N/A,41,17,40,23,N/A,48,N/A,14,N/A,54,N/A,31,N/A,28,23,45,26,50,21,N/A,56,21,24,25,20,31,30,22,34,23,N/A,30,19,22,19,10,15,19,27,69,132,24,26,21,57,68,131,24,N/A,17,15,19,9,23,22,30,N/A
10/7/2015,26,N/A,31,30,N/A,25,N/A,38,20,33,34,N/A,55,N/A,19,N/A,53,N/A,31,24,N/A,26,50,25,30,22,N/A,86,31,25,22,26,43,34,31,35,31,N/A,22,16,17,15,10,13,18,31,117,209,24,33,30,60,56,95,18,N/A,15,15,21,6,27,24,20,N/A
10/8/2015,19,N/A,30,30,N/A,23,19,23,17,26,29,N/A,56,N/A,16,N/A,49,N/A,27,N/A,34,19,38,37,26,22,N/A,136,25,19,27,35,54,46,42,38,38,N/A,34,17,20,16,12,14,17,29,106,138,21,30,28,71,53,81,18,N/A,15,14,20,6,27,16,20,N/A
10/9/2015,25,N/A,22,28,N/A,25,23,35,19,28,27,N/A,55,N/A,16,N/A,45,N/A,32,23,35,25,61,28,34,20,N/A,56,15,22,26,23,41,30,28,35,28,N/A,30,14,25,15,13,13,17,20,68,23,25,30,23,56,31,70,13,N/A,20,12,19,2,16,22,16,N/A
10/10/2015,28,N/A,33,28,N/A,26,24,33,20,45,31,N/A,55,N/A,20,N/A,37,N/A,37,22,34,23,42,21,32,22,N/A,48,25,22,31,21,39,31,27,37,26,N/A,26,15,26,13,12,14,N/A,22,40,21,N/A,27,26,15,28,53,15,N/A,16,13,18,2,10,19,17,41
10/11/2015,20,N/A,24,27,N/A,22,28,29,18,24,30,N/A,48,N/A,13,N/A,49,N/A,36,16,29,22,49,27,38,16,N/A,87,23,16,22,18,34,23,21,34,22,N/A,26,7,18,14,9,10,N/A,18,45,16,N/A,25,22,25,32,52,11,N/A,8,13,15,6,22,11,16,23
10/12/2015,20,N/A,31,23,N/A,20,17,24,18,28,26,N/A,41,N/A,14,N/A,31,N/A,23,N/A,35,19,37,37,20,19,N/A,79,29,17,32,16,26,27,20,30,23,N/A,24,9,15,18,9,11,21,7,N/A,12,N/A,25,18,27,24,42,14,N/A,12,11,16,8,30,14,20,N/A
10/13/2015,27,N/A,48,34,N/A,25,25,32,19,32,30,N/A,47,N/A,17,N/A,40,N/A,30,N/A,42,27,44,45,25,24,N/A,91,37,27,38,24,34,30,26,34,35,N/A,33,13,15,14,10,11,19,11,23,12,31,42,27,23,22,35,10,N/A,12,17,17,6,35,21,15,N/A
10/14/2015,29,N/A,52,36,N/A,29,31,31,20,36,34,N/A,54,N/A,19,N/A,45,N/A,34,17,47,30,47,48,23,24,N/A,149,43,30,47,30,42,37,39,44,44,N/A,35,25,23,19,19,13,21,22,27,9,40,41,31,20,19,39,15,N/A,18,17,23,12,44,23,17,N/A
10/15/2015,34,N/A,56,33,N/A,29,32,39,22,35,34,N/A,57,N/A,19,N/A,50,N/A,43,N/A,49,32,49,47,28,28,N/A,114,44,38,63,32,39,31,33,40,48,N/A,38,26,27,19,17,15,26,23,32,14,42,42,32,17,14,45,15,N/A,18,25,26,11,30,29,18,N/A
10/16/2015,44,N/A,80,35,N/A,32,36,49,26,50,37,N/A,65,N/A,23,N/A,62,N/A,57,N/A,47,37,50,50,43,47,N/A,138,59,50,91,32,36,37,30,45,40,N/A,38,24,41,22,15,12,34,30,33,17,50,47,42,12,15,29,20,N/A,15,24,26,15,35,28,20,N/A
10/17/2015,57,N/A,87,49,N/A,39,36,57,29,49,46,N/A,65,N/A,34,N/A,64,N/A,64,N/A,60,44,54,51,56,55,N/A,178,59,66,109,40,47,49,40,48,47,N/A,38,23,38,21,17,16,27,31,30,23,54,54,39,11,16,45,20,N/A,15,26,29,15,44,28,19,N/A
10/18/2015,44,N/A,50,43,N/A,36,44,55,23,59,40,N/A,61,N/A,22,N/A,61,N/A,54,N/A,47,36,44,46,53,56,N/A,164,70,N/A,N/A,37,48,47,37,42,37,N/A,38,24,34,20,16,15,28,44,21,28,65,64,33,18,25,46,N/A,N/A,30,22,32,15,48,36,N/A,36
10/19/2015,52,N/A,57,48,N/A,47,46,68,26,58,50,N/A,80,N/A,27,N/A,69,N/A,62,N/A,45,47,56,51,60,60,N/A,206,65,N/A,N/A,40,46,55,33,62,67,N/A,49,26,34,23,22,23,33,64,20,24,75,74,54,37,48,72,N/A,N/A,25,24,36,17,49,43,N/A,40
10/20/2015,47,N/A,51,37,N/A,48,48,54,24,65,55,N/A,73,N/A,26,N/A,58,N/A,64,47,N/A,35,45,31,63,66,N/A,179,64,N/A,39,36,38,109,32,40,59,N/A,45,26,27,33,31,27,32,65,42,37,72,72,47,88,124,147,N/A,N/A,27,24,36,14,62,40,N/A,46
10/21/2015,33,N/A,36,33,N/A,36,36,44,19,39,42,N/A,59,N/A,20,N/A,62,N/A,48,36,39,26,37,30,41,32,N/A,179,55,N/A,30,36,39,35,33,31,56,N/A,29,23,35,25,16,15,19,53,136,89,67,68,37,105,157,302,N/A,N/A,34,20,25,16,48,27,N/A,32
10/22/2015,49,N/A,67,57,N/A,N/A,40,56,25,61,46,N/A,91,N/A,23,N/A,97,N/A,61,34,61,53,72,68,45,50,N/A,201,67,51,69,30,48,37,37,N/A,55,N/A,56,29,36,27,24,21,30,46,153,66,73,63,40,130,179,323,N/A,N/A,27,28,27,17,49,38,N/A,39
10/23/2015,64,N/A,98,68,N/A,N/A,57,73,30,69,69,N/A,99,N/A,32,N/A,98,N/A,67,64,85,62,85,82,47,59,N/A,162,73,68,111,53,77,44,57,N/A,71,N/A,68,28,41,31,27,21,37,57,91,41,92,72,52,135,125,206,N/A,N/A,31,30,37,22,52,44,N/A,46
10/24/2015,62,N/A,87,52,N/A,N/A,52,67,28,64,53,N/A,71,N/A,32,N/A,70,N/A,68,71,69,56,71,57,59,69,N/A,145,72,77,83,38,50,44,38,53,54,N/A,56,30,44,43,34,32,41,63,67,107,71,65,45,96,100,104,N/A,N/A,40,35,44,28,41,59,N/A,29
10/25/2015,44,N/A,65,44,N/A,N/A,36,47,23,44,47,N/A,50,N/A,23,N/A,61,N/A,41,32,59,44,57,50,49,60,N/A,139,66,72,65,39,60,44,44,47,66,N/A,50,42,64,49,39,38,50,66,52,34,54,53,43,30,37,56,N/A,N/A,42,51,51,35,31,47,N/A,39
10/26/2015,48,N/A,72,47,N/A,N/A,45,51,26,47,49,N/A,58,N/A,22,N/A,67,N/A,55,50,59,44,64,56,54,55,N/A,N/A,56,74,84,46,55,77,49,53,65,N/A,49,43,66,47,36,30,46,59,37,17,55,53,43,18,21,29,N/A,N/A,49,44,48,34,50,42,N/A,N/A
10/27/2015,43,N/A,78,40,N/A,36,39,55,25,42,43,N/A,69,N/A,22,N/A,69,N/A,48,44,57,42,60,46,41,38,N/A,N/A,51,58,82,26,37,22,31,39,42,N/A,41,38,56,44,30,25,46,51,27,17,49,49,42,25,28,31,N/A,N/A,32,43,43,28,38,38,N/A,42
10/28/2015,44,N/A,67,48,N/A,36,36,51,24,61,47,N/A,71,N/A,23,N/A,70,N/A,47,23,52,45,60,43,38,30,N/A,152,45,51,55,30,50,27,40,40,48,N/A,40,38,49,41,26,18,40,32,36,13,40,43,31,16,25,22,N/A,33,32,33,46,27,32,39,N/A,35
10/29/2015,43,N/A,79,48,N/A,37,32,55,25,52,45,N/A,68,N/A,24,N/A,78,N/A,58,22,65,51,71,55,44,28,N/A,153,42,61,82,43,70,33,58,58,67,N/A,46,30,38,35,24,22,33,48,34,13,43,39,43,16,13,N/A,36,N/A,26,34,43,29,26,34,35,51
10/30/2015,53,N/A,84,42,N/A,31,31,56,26,46,42,N/A,49,N/A,26,N/A,62,N/A,47,45,60,45,64,N/A,38,37,N/A,146,49,62,79,46,74,38,60,63,92,N/A,49,24,33,35,21,24,36,31,41,21,45,39,36,19,20,28,30,15,23,31,41,24,34,28,26,51
10/31/2015,39,N/A,56,38,N/A,27,31,45,23,37,33,N/A,46,N/A,18,N/A,54,N/A,43,25,50,35,49,N/A,37,36,N/A,128,50,59,64,43,65,36,48,41,96,N/A,46,24,37,26,24,22,32,32,36,14,37,38,33,19,21,22,30,18,23,36,41,22,32,33,24,40
11/1/2015,29,N/A,42,32,N/A,29,27,28,20,36,35,N/A,51,N/A,15,N/A,64,N/A,42,23,44,29,66,N/A,N/A,50,N/A,91,43,57,55,37,62,32,52,33,61,N/A,35,20,35,27,19,23,30,N/A,N/A,N/A,35,35,33,20,14,22,25,13,20,32,35,21,34,22,23,43
11/2/2015,33,N/A,49,31,N/A,25,30,35,21,38,33,N/A,44,N/A,17,N/A,51,N/A,39,20,43,29,54,N/A,N/A,33,N/A,69,38,62,49,32,41,25,33,35,55,N/A,34,21,30,27,14,17,31,N/A,N/A,N/A,32,27,25,18,21,23,20,18,24,27,37,16,35,24,14,N/A
11/3/2015,36,N/A,60,40,N/A,31,31,43,23,38,43,N/A,52,N/A,18,N/A,71,N/A,45,27,52,33,57,N/A,N/A,37,N/A,105,47,54,82,34,34,27,30,35,38,N/A,38,12,19,22,16,13,25,35,N/A,N/A,30,36,28,14,18,24,15,11,19,22,34,13,38,28,18,N/A
11/4/2015,46,N/A,83,55,N/A,42,40,57,25,52,56,N/A,63,N/A,24,N/A,81,N/A,51,31,74,50,77,N/A,N/A,45,N/A,108,51,60,86,34,51,26,40,44,99,N/A,39,15,24,26,16,19,26,40,N/A,N/A,39,46,28,14,18,20,16,17,23,25,33,14,41,32,25,N/A
11/5/2015,60,N/A,86,47,N/A,36,38,52,26,61,45,N/A,66,N/A,30,N/A,76,N/A,69,55,60,43,69,N/A,N/A,47,N/A,146,47,63,88,42,53,33,49,N/A,120,N/A,45,20,35,27,15,16,31,N/A,N/A,N/A,41,52,39,14,19,22,22,N/A,21,29,40,14,39,31,23,N/A
11/6/2015,68,N/A,92,47,N/A,53,54,67,27,89,70,N/A,84,N/A,33,N/A,93,N/A,62,50,71,53,78,N/A,N/A,N/A,N/A,140,50,66,91,28,43,29,30,47,82,N/A,47,25,35,26,19,15,33,N/A,N/A,8,32,46,29,12,10,21,22,17,18,30,37,17,29,31,30,N/A
11/7/2015,32,N/A,38,23,N/A,21,21,35,21,32,24,N/A,41,N/A,13,N/A,51,N/A,36,27,N/A,26,42,N/A,N/A,N/A,N/A,121,44,54,52,19,31,19,21,29,39,N/A,28,23,34,28,23,14,32,N/A,N/A,12,22,24,18,15,8,36,22,17,21,30,36,18,25,21,31,30
11/8/2015,41,N/A,58,28,N/A,22,26,39,21,N/A,29,N/A,56,N/A,21,N/A,55,N/A,N/A,22,40,35,53,N/A,N/A,N/A,N/A,86,32,50,53,24,34,19,23,21,37,N/A,29,20,30,24,18,13,41,N/A,N/A,12,23,25,N/A,23,16,34,N/A,19,18,31,34,19,30,22,26,25
11/9/2015,32,N/A,53,35,N/A,30,25,33,20,45,37,N/A,49,N/A,18,N/A,62,N/A,38,23,47,36,46,N/A,N/A,N/A,N/A,131,36,48,65,26,35,19,26,39,73,N/A,29,27,38,27,15,13,28,N/A,N/A,17,31,36,33,25,18,38,N/A,19,19,30,33,22,30,24,35,N/A
11/10/2015,37,N/A,62,39,N/A,30,31,47,22,56,40,N/A,56,N/A,20,17,67,N/A,48,25,53,38,52,N/A,N/A,N/A,N/A,N/A,31,46,76,38,54,26,43,34,81,N/A,34,20,27,20,19,15,27,N/A,N/A,10,33,27,27,18,14,23,N/A,18,16,23,37,13,30,48,32,N/A
11/11/2015,41,N/A,62,28,N/A,25,27,36,22,57,32,N/A,53,N/A,19,16,60,N/A,36,28,51,32,43,N/A,N/A,N/A,N/A,N/A,43,51,74,44,62,31,45,34,115,N/A,34,18,39,22,15,16,22,N/A,N/A,12,36,42,28,17,15,21,N/A,14,23,17,27,14,37,31,30,N/A
11/12/2015,38,N/A,60,34,N/A,28,33,43,22,49,35,N/A,N/A,N/A,20,16,70,N/A,46,32,47,34,49,N/A,34,N/A,N/A,225,37,55,83,39,55,30,42,43,95,N/A,38,15,24,23,20,18,28,N/A,N/A,12,40,44,34,22,19,31,N/A,N/A,25,17,39,10,35,40,30,47
11/13/2015,50,N/A,72,51,N/A,43,41,55,26,68,57,N/A,N/A,N/A,30,22,75,N/A,61,60,59,43,68,N/A,47,N/A,N/A,144,47,57,71,34,65,32,43,61,72,N/A,59,18,26,22,20,14,24,N/A,N/A,14,43,36,38,19,14,28,N/A,30,23,19,29,7,27,29,23,39
11/14/2015,57,N/A,81,57,N/A,40,39,59,27,62,49,N/A,N/A,N/A,29,21,64,N/A,65,58,72,57,68,N/A,42,N/A,N/A,158,44,50,57,36,58,28,42,47,68,N/A,50,18,39,28,24,18,31,N/A,N/A,11,38,43,N/A,14,14,28,N/A,N/A,25,25,N/A,13,27,21,26,34
11/15/2015,57,N/A,75,43,N/A,48,37,50,26,104,54,N/A,N/A,N/A,32,28,69,N/A,56,36,56,42,49,N/A,47,43,N/A,148,42,40,37,30,61,28,36,24,40,N/A,35,21,34,25,28,21,31,50,N/A,10,33,33,N/A,17,16,28,N/A,11,26,29,N/A,16,19,27,27,28
11/16/2015,44,N/A,60,39,N/A,37,42,N/A,23,59,46,N/A,N/A,N/A,26,19,75,N/A,56,43,50,40,58,N/A,43,43,N/A,140,40,45,36,30,55,32,36,36,32,N/A,38,19,58,29,28,21,34,53,N/A,11,N/A,40,24,24,16,33,N/A,15,26,28,N/A,17,34,50,22,38
11/17/2015,29,N/A,33,31,N/A,36,31,N/A,20,46,37,N/A,N/A,N/A,17,17,62,N/A,40,30,48,31,42,N/A,45,51,N/A,196,39,46,33,28,64,35,42,35,36,N/A,32,20,31,22,21,15,42,57,N/A,16,41,35,27,23,15,27,N/A,15,21,31,N/A,15,27,36,28,36
