Date,02T,03T,05T,10T,11T,12T,59T,61T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T
6/20/2016,36,37,N/A,N/A,30,41,27,35,N/A,N/A,N/A,53,N/A,41,30,N/A,31,45,39,N/A,23,47,80,34,34,30,31,32,22,31,25,31,28,21,28,13,17,22,36,39,30,14,N/A,42,30,16,18,43,14,13,16,13,23,7,25,41,30,48,N/A,16,29
6/21/2016,20,37,N/A,19,23,35,19,23,N/A,N/A,N/A,52,N/A,25,32,28,22,55,29,N/A,24,35,142,31,25,26,21,20,20,20,20,26,30,21,34,20,23,29,48,27,23,16,N/A,29,21,20,17,38,16,15,24,18,28,12,18,49,N/A,30,17,22,17
6/22/2016,19,26,N/A,17,19,N/A,19,18,N/A,N/A,N/A,37,N/A,29,25,20,18,32,23,N/A,14,36,119,38,23,23,22,26,30,29,23,29,22,14,18,18,21,27,46,36,27,29,N/A,34,24,21,27,41,15,15,23,17,25,11,17,48,N/A,30,17,29,24
6/23/2016,21,20,N/A,24,25,25,21,21,N/A,N/A,N/A,54,N/A,33,25,22,21,43,24,N/A,16,43,54,21,25,27,23,21,37,25,25,23,30,21,28,27,19,28,48,28,28,21,N/A,32,22,28,26,54,21,13,23,20,28,11,21,46,N/A,30,N/A,20,20
6/24/2016,18,14,N/A,N/A,25,21,17,20,N/A,N/A,N/A,49,N/A,29,25,23,20,37,17,N/A,14,N/A,64,18,28,11,18,18,27,21,21,17,25,N/A,26,21,23,24,48,28,27,19,N/A,28,23,22,29,54,20,15,20,20,23,11,25,N/A,36,31,16,18,11
6/25/2016,16,14,19,N/A,22,14,16,18,N/A,21,N/A,33,N/A,28,19,27,20,27,23,N/A,18,N/A,74,29,30,15,24,26,28,26,26,22,31,N/A,16,11,15,22,31,20,40,24,N/A,28,32,32,30,55,18,11,12,12,14,5,22,19,N/A,29,12,12,23
6/26/2016,18,19,19,N/A,22,13,17,18,N/A,26,N/A,41,N/A,23,N/A,16,16,27,23,N/A,13,N/A,37,23,25,22,21,36,37,31,18,28,18,N/A,17,11,17,25,31,16,27,26,N/A,28,22,27,34,52,15,12,17,14,22,5,22,21,30,35,11,12,17
6/27/2016,22,32,31,N/A,27,19,25,26,N/A,38,N/A,45,N/A,34,30,23,24,37,33,N/A,15,N/A,63,23,27,28,20,24,25,29,20,24,26,N/A,23,12,16,22,24,30,37,27,N/A,33,26,25,35,62,15,10,19,14,19,N/A,18,21,N/A,32,14,14,20
6/28/2016,19,32,29,N/A,25,25,19,23,N/A,40,N/A,31,N/A,23,23,N/A,22,41,27,N/A,17,N/A,72,29,29,31,26,24,37,28,20,30,20,N/A,23,17,19,28,32,23,31,25,N/A,44,22,34,26,62,16,10,20,17,18,7,22,26,N/A,28,16,14,26
6/29/2016,18,28,26,N/A,25,21,21,18,N/A,32,N/A,33,N/A,27,20,N/A,21,N/A,21,N/A,14,N/A,N/A,24,25,32,22,20,18,24,23,23,20,N/A,24,15,15,21,29,21,21,25,N/A,34,29,39,40,65,17,11,16,10,17,5,24,20,38,31,12,17,25
6/30/2016,22,29,25,N/A,27,26,24,23,N/A,37,N/A,42,N/A,38,27,N/A,28,N/A,18,N/A,14,N/A,N/A,21,29,37,21,18,23,24,23,22,23,N/A,25,18,12,19,28,18,27,N/A,N/A,27,22,44,66,61,15,12,12,13,15,2,27,20,35,31,12,10,14
7/1/2016,22,30,25,N/A,29,27,24,22,N/A,36,N/A,46,N/A,34,28,N/A,24,N/A,N/A,N/A,17,N/A,N/A,25,23,26,25,28,24,29,27,26,29,N/A,22,12,19,26,27,22,49,34,N/A,28,34,37,48,57,13,9,21,15,17,3,23,24,N/A,34,13,10,19
7/2/2016,24,33,34,20,28,32,26,28,N/A,42,N/A,52,N/A,29,25,N/A,35,N/A,N/A,N/A,16,N/A,43,21,30,31,36,43,37,41,43,31,35,N/A,25,20,20,28,36,19,73,52,N/A,44,30,40,65,75,15,15,11,16,22,3,27,30,34,46,9,18,22
7/3/2016,31,37,40,34,43,44,39,36,N/A,49,N/A,71,N/A,46,35,N/A,36,N/A,N/A,N/A,24,N/A,80,37,46,40,29,42,30,36,31,30,41,N/A,27,16,15,N/A,28,20,86,72,N/A,40,33,42,60,79,15,14,14,19,19,3,26,28,N/A,35,14,18,24
7/4/2016,42,51,46,38,45,43,43,42,N/A,58,N/A,56,N/A,49,37,N/A,42,N/A,N/A,N/A,N/A,N/A,92,N/A,N/A,51,46,60,82,52,47,49,46,N/A,33,22,19,44,37,34,87,63,N/A,63,37,63,59,75,20,19,24,21,28,9,37,33,31,66,23,19,40
7/5/2016,42,50,42,37,40,N/A,40,43,N/A,59,N/A,80,N/A,44,46,N/A,40,N/A,N/A,N/A,N/A,52,67,N/A,38,44,43,51,79,51,48,46,52,N/A,35,21,22,35,34,30,72,49,N/A,40,32,50,44,74,17,20,13,24,27,N/A,17,31,34,56,11,22,19
7/6/2016,28,47,38,24,28,24,27,32,N/A,49,N/A,54,N/A,32,28,N/A,28,N/A,28,N/A,N/A,42,66,32,19,35,21,24,49,24,18,25,19,N/A,43,22,15,30,38,18,24,22,N/A,33,21,26,24,47,18,16,11,24,18,N/A,17,21,37,29,11,20,19
7/7/2016,25,25,24,20,23,26,21,21,N/A,34,N/A,43,N/A,29,23,N/A,24,N/A,24,N/A,N/A,44,83,24,19,18,18,19,17,21,23,18,23,N/A,25,13,14,19,31,27,19,30,N/A,35,20,22,20,42,12,12,7,11,15,N/A,15,22,N/A,33,10,12,19
7/8/2016,21,26,23,21,23,20,17,21,N/A,28,N/A,34,N/A,30,29,N/A,19,N/A,19,N/A,N/A,37,55,25,17,21,21,21,17,27,26,21,19,N/A,28,14,14,24,31,26,20,21,N/A,27,N/A,23,16,40,15,13,15,13,20,N/A,23,24,N/A,33,14,21,18
7/9/2016,20,26,26,18,N/A,N/A,17,19,N/A,32,N/A,30,N/A,28,23,N/A,21,N/A,27,N/A,N/A,38,45,33,20,22,21,27,20,27,22,N/A,26,N/A,23,15,21,21,32,23,26,24,N/A,31,N/A,37,25,40,16,35,15,13,21,19,19,16,N/A,31,13,21,22
7/10/2016,19,17,18,17,24,N/A,N/A,N/A,N/A,23,N/A,36,N/A,26,17,N/A,19,N/A,22,N/A,N/A,39,51,33,21,12,19,23,18,24,22,N/A,19,N/A,22,18,24,32,43,26,36,26,N/A,36,N/A,49,35,51,15,N/A,19,13,24,20,14,29,34,39,16,16,16
7/11/2016,29,37,31,27,27,N/A,N/A,N/A,N/A,41,N/A,N/A,28,34,23,N/A,23,N/A,31,N/A,N/A,49,51,35,29,38,38,38,33,38,37,N/A,33,21,24,22,25,37,39,29,35,34,N/A,40,34,43,25,58,17,N/A,20,20,N/A,20,26,25,35,48,14,18,20
7/12/2016,42,40,41,37,40,N/A,39,N/A,N/A,52,N/A,N/A,38,49,34,N/A,35,N/A,42,N/A,33,57,68,52,35,37,32,36,N/A,39,42,36,38,33,33,20,20,35,24,35,31,24,N/A,49,39,42,33,47,17,N/A,24,N/A,N/A,22,32,27,31,47,19,21,35
7/13/2016,33,38,38,30,35,N/A,N/A,32,N/A,46,N/A,N/A,42,35,34,N/A,36,63,40,N/A,21,46,73,26,31,34,33,48,N/A,41,36,33,38,35,44,25,28,42,25,31,38,41,N/A,44,N/A,37,32,41,18,37,26,24,20,20,22,30,32,45,14,23,22
7/14/2016,29,34,33,33,32,N/A,N/A,31,N/A,37,N/A,N/A,40,35,31,N/A,34,59,37,N/A,23,50,80,26,27,23,32,50,45,44,35,33,36,28,35,22,17,26,27,30,41,33,N/A,32,N/A,30,26,41,20,N/A,26,18,21,10,22,31,29,39,13,18,22
7/15/2016,34,40,36,34,42,N/A,32,35,N/A,44,N/A,59,44,41,N/A,N/A,35,68,42,N/A,29,59,94,38,37,42,35,45,40,38,43,38,44,29,37,17,20,33,20,32,32,21,N/A,37,N/A,22,20,42,N/A,11,19,17,15,8,31,29,32,53,14,22,30
7/16/2016,40,39,41,30,31,N/A,27,33,N/A,43,N/A,58,36,24,N/A,N/A,28,45,38,N/A,N/A,42,77,40,22,29,31,46,39,36,24,31,27,42,37,22,20,34,32,22,24,18,N/A,45,25,24,16,44,N/A,17,26,25,18,16,29,26,22,32,14,25,39
7/17/2016,25,24,28,26,27,N/A,21,22,N/A,32,N/A,40,28,25,N/A,N/A,20,41,38,N/A,N/A,37,85,33,20,23,28,37,34,29,21,30,24,33,39,28,25,35,33,21,19,13,N/A,38,28,17,13,33,12,16,26,27,23,14,27,23,27,36,19,27,41
7/18/2016,20,27,27,24,22,N/A,19,21,N/A,32,N/A,42,27,28,N/A,N/A,21,37,33,N/A,N/A,35,93,37,17,31,34,39,32,26,22,28,26,27,34,20,25,32,30,27,23,10,N/A,35,21,16,10,31,2,13,22,15,20,13,28,27,22,39,10,27,31
7/19/2016,19,15,18,17,20,N/A,19,19,N/A,26,N/A,36,23,26,N/A,N/A,19,37,29,N/A,N/A,37,41,24,21,22,20,33,21,24,20,21,23,22,22,13,16,29,19,19,32,13,N/A,30,18,17,8,31,2,12,14,12,11,7,26,17,25,36,15,21,22
7/20/2016,17,17,16,14,25,N/A,19,17,N/A,24,N/A,39,22,22,N/A,N/A,18,32,28,N/A,N/A,42,65,15,22,18,23,22,19,21,17,17,24,24,22,12,17,20,17,16,30,18,N/A,33,18,15,8,30,8,8,12,14,10,N/A,33,22,17,22,7,19,19
7/21/2016,16,13,17,15,22,N/A,16,16,N/A,N/A,N/A,37,23,31,N/A,N/A,15,49,36,N/A,N/A,36,76,30,26,15,20,35,28,25,23,22,30,19,25,13,15,19,17,22,31,24,N/A,28,16,16,12,34,14,8,14,11,16,N/A,30,23,12,30,10,13,21
7/22/2016,24,12,21,22,23,N/A,19,21,N/A,N/A,N/A,36,30,23,23,19,18,53,37,N/A,N/A,43,97,34,20,17,21,42,28,22,29,21,30,25,26,17,17,29,24,29,27,26,N/A,N/A,18,17,10,N/A,14,N/A,17,13,18,8,24,22,19,25,12,15,24
7/23/2016,17,12,20,19,21,N/A,15,20,N/A,23,N/A,41,24,20,20,17,17,45,25,N/A,N/A,35,108,32,20,N/A,21,34,N/A,23,27,28,34,18,14,14,14,22,23,30,30,N/A,N/A,N/A,21,18,15,N/A,10,13,13,15,21,10,20,23,N/A,21,11,9,20
7/24/2016,22,19,N/A,23,26,N/A,22,25,N/A,N/A,N/A,59,24,33,17,13,19,41,29,N/A,20,40,124,40,21,N/A,30,35,N/A,24,25,26,27,24,21,20,22,26,26,26,26,21,N/A,N/A,17,19,12,37,13,12,16,14,24,N/A,28,22,21,20,12,14,22
7/25/2016,29,33,N/A,31,33,N/A,31,36,N/A,N/A,N/A,56,34,31,26,25,24,41,N/A,N/A,20,45,82,26,18,N/A,N/A,49,N/A,35,31,33,29,28,29,19,19,24,24,23,33,16,N/A,N/A,23,18,13,36,31,N/A,16,19,18,N/A,25,28,20,37,9,18,24
7/26/2016,21,29,23,19,N/A,N/A,17,20,N/A,30,N/A,36,25,28,24,19,18,37,N/A,N/A,16,34,73,33,15,N/A,N/A,32,25,24,21,27,20,26,25,21,21,24,30,20,30,25,N/A,N/A,31,19,18,37,27,8,18,26,18,9,22,19,17,27,11,17,28
7/27/2016,18,24,21,17,N/A,N/A,14,20,N/A,28,N/A,30,23,26,21,18,23,39,N/A,N/A,10,32,59,21,17,N/A,25,36,26,33,15,25,18,29,27,22,15,25,33,21,35,25,N/A,N/A,26,20,19,39,15,N/A,15,20,21,9,16,21,21,26,9,10,21
7/28/2016,19,28,28,19,N/A,N/A,18,22,N/A,30,N/A,34,24,29,31,14,19,42,N/A,N/A,16,34,88,20,14,N/A,22,25,14,20,20,31,25,27,23,21,23,23,32,25,30,26,N/A,N/A,21,21,24,42,12,9,17,17,16,12,22,22,17,29,11,17,19
7/29/2016,25,36,31,21,N/A,32,19,21,61,35,N/A,41,N/A,33,29,17,22,53,N/A,N/A,12,32,39,19,16,N/A,20,20,14,N/A,22,25,19,26,25,18,16,19,27,23,28,23,N/A,N/A,N/A,30,23,41,16,12,18,13,14,N/A,21,22,19,20,14,21,16
7/30/2016,17,25,26,20,N/A,20,16,19,55,26,N/A,33,N/A,26,29,15,21,34,N/A,N/A,15,35,42,24,19,N/A,21,30,26,N/A,22,25,23,20,26,15,14,22,24,17,34,28,N/A,N/A,N/A,33,27,44,13,18,12,12,15,N/A,23,18,22,22,11,9,19
7/31/2016,N/A,28,28,24,N/A,23,21,25,65,38,N/A,40,N/A,25,27,22,21,35,N/A,N/A,15,36,52,29,17,N/A,26,22,15,N/A,18,25,22,17,22,9,N/A,21,20,18,30,18,N/A,N/A,N/A,39,23,38,14,N/A,12,11,14,5,21,17,13,30,8,9,34
8/1/2016,N/A,25,24,16,N/A,18,19,20,63,27,N/A,31,N/A,33,N/A,14,20,28,N/A,N/A,14,35,56,30,18,N/A,28,22,13,N/A,20,39,21,20,24,11,17,19,26,18,27,16,N/A,N/A,22,24,13,32,15,10,23,15,15,7,23,24,18,30,10,15,36
8/2/2016,N/A,29,35,23,N/A,26,21,25,67,36,N/A,32,42,25,N/A,23,27,40,N/A,N/A,15,38,44,29,23,N/A,30,32,17,N/A,22,38,19,27,24,13,13,23,26,24,26,18,N/A,N/A,31,27,19,38,14,15,21,18,19,11,27,21,20,27,9,14,37
8/3/2016,N/A,30,31,22,N/A,26,28,26,78,34,N/A,45,40,30,28,24,25,37,N/A,N/A,15,39,44,29,19,34,28,30,21,N/A,29,40,24,24,19,14,26,N/A,24,25,30,27,N/A,N/A,34,40,30,45,15,11,21,14,12,15,24,27,18,25,11,12,36
8/4/2016,N/A,30,33,20,N/A,N/A,N/A,23,75,35,N/A,31,37,26,N/A,16,26,41,N/A,N/A,17,42,31,38,22,33,28,23,13,22,33,27,15,26,22,11,20,23,22,18,46,33,N/A,N/A,25,51,39,46,15,N/A,19,15,12,6,21,22,22,25,11,15,28
8/5/2016,N/A,41,40,33,36,37,33,35,85,51,N/A,45,44,34,N/A,29,34,42,N/A,N/A,22,47,52,31,30,41,30,32,25,31,31,N/A,31,26,24,13,12,21,22,28,42,28,N/A,N/A,26,48,39,45,12,11,14,17,16,8,17,20,22,39,11,15,24
8/6/2016,N/A,29,26,23,20,22,21,24,78,36,N/A,42,31,29,N/A,16,21,39,N/A,N/A,15,42,41,27,25,21,25,30,19,27,24,27,21,29,26,N/A,16,21,25,27,37,27,N/A,N/A,19,39,37,49,12,13,13,17,15,7,18,21,15,28,10,13,23
8/7/2016,N/A,21,21,15,10,23,18,19,67,26,N/A,30,31,19,25,17,21,28,N/A,N/A,15,34,43,24,21,24,26,26,14,23,21,21,23,26,25,15,13,N/A,27,24,26,16,N/A,N/A,20,36,29,50,16,N/A,N/A,20,11,15,16,19,18,23,11,13,19
8/8/2016,N/A,22,22,17,13,21,17,22,64,27,N/A,30,28,24,30,N/A,14,41,N/A,N/A,15,36,41,28,16,19,24,N/A,14,20,20,21,16,29,24,15,18,N/A,25,25,N/A,20,N/A,N/A,23,32,30,47,13,20,N/A,15,13,15,16,23,20,27,15,10,24
8/9/2016,N/A,26,29,23,14,27,24,29,73,36,N/A,51,32,37,31,N/A,28,43,N/A,N/A,16,39,55,28,28,30,26,N/A,19,N/A,29,29,25,26,22,17,22,31,10,39,20,17,15,N/A,24,27,26,42,12,N/A,N/A,15,17,13,23,22,27,26,12,15,33
8/10/2016,N/A,43,43,30,16,40,38,39,92,53,N/A,48,59,38,45,N/A,38,55,N/A,N/A,27,49,82,42,33,44,28,33,24,N/A,30,33,32,36,37,23,23,43,18,35,18,20,19,N/A,23,26,26,32,19,N/A,23,22,25,17,26,26,28,27,17,21,35
8/11/2016,N/A,47,46,N/A,15,35,32,35,89,47,N/A,48,55,35,42,N/A,37,54,N/A,N/A,22,47,74,41,33,45,36,41,24,N/A,38,43,34,38,38,33,25,45,24,36,18,21,22,N/A,38,26,12,39,21,N/A,32,25,27,24,31,33,22,33,17,19,37
8/12/2016,N/A,30,32,N/A,N/A,23,21,22,69,32,N/A,29,33,22,22,N/A,25,45,16,N/A,14,36,54,30,27,27,28,33,23,N/A,28,31,24,37,39,N/A,24,35,17,21,23,24,15,N/A,27,22,11,44,16,14,16,22,17,11,28,28,27,26,10,12,34
8/13/2016,N/A,30,33,N/A,N/A,26,25,26,N/A,35,N/A,36,33,32,31,N/A,26,43,24,N/A,22,44,49,34,33,35,26,31,22,29,32,31,25,26,30,24,N/A,34,13,21,16,17,10,N/A,29,19,11,41,16,12,16,15,16,9,29,21,21,28,14,11,32
8/14/2016,N/A,36,31,N/A,N/A,27,26,28,N/A,41,N/A,36,36,28,34,N/A,25,42,20,N/A,19,N/A,46,37,31,35,27,31,19,26,31,32,24,28,28,15,14,43,14,16,14,18,14,N/A,32,33,24,41,14,10,12,17,17,10,26,22,21,29,10,10,33
8/15/2016,N/A,39,37,N/A,N/A,29,25,27,N/A,41,N/A,36,36,34,47,N/A,26,51,22,N/A,16,N/A,39,31,29,32,36,35,23,33,38,37,29,32,34,17,16,22,16,22,16,20,11,N/A,N/A,33,24,45,13,15,8,23,12,7,25,29,25,27,6,7,31
8/16/2016,N/A,29,34,N/A,N/A,32,28,31,N/A,35,N/A,53,33,34,42,N/A,32,47,25,N/A,25,N/A,55,36,35,27,36,42,31,36,36,40,33,32,39,20,23,32,20,29,25,27,20,N/A,N/A,30,17,43,17,20,18,25,14,14,29,39,27,33,14,11,32
8/17/2016,N/A,42,43,40,N/A,43,35,42,N/A,46,N/A,53,49,42,56,N/A,36,60,42,N/A,N/A,N/A,56,41,46,45,46,50,32,43,49,50,42,38,37,28,23,43,26,37,31,32,30,N/A,N/A,38,22,44,21,25,29,26,24,19,38,46,24,42,20,26,42
8/18/2016,N/A,60,52,40,N/A,45,40,43,N/A,60,N/A,54,53,45,57,N/A,42,52,33,N/A,N/A,N/A,57,50,44,49,42,43,25,40,50,55,36,40,35,20,26,42,20,34,27,26,25,N/A,44,36,26,43,26,20,32,22,18,21,36,N/A,24,39,19,17,39
8/19/2016,N/A,51,47,35,N/A,38,36,37,90,51,N/A,N/A,46,45,49,N/A,32,60,39,N/A,N/A,N/A,57,48,41,44,42,N/A,30,41,50,56,37,56,48,40,30,55,32,55,28,28,23,N/A,43,34,28,43,20,24,17,34,26,20,37,N/A,29,39,12,32,44
8/20/2016,N/A,33,38,34,N/A,N/A,34,38,90,42,N/A,N/A,45,41,46,N/A,35,53,41,N/A,N/A,N/A,65,48,42,33,47,N/A,34,46,53,44,43,33,42,38,27,47,30,47,29,29,37,N/A,45,36,30,47,12,21,29,31,N/A,17,37,N/A,15,49,N/A,38,45
8/21/2016,N/A,49,48,38,N/A,44,37,43,96,52,N/A,N/A,55,38,41,N/A,39,54,39,N/A,N/A,N/A,103,54,42,49,45,N/A,30,42,43,46,42,44,40,41,34,56,30,34,25,26,36,N/A,51,40,41,42,29,30,32,37,N/A,31,39,N/A,28,38,24,29,48
8/22/2016,N/A,41,41,31,18,35,30,35,84,48,N/A,N/A,46,32,37,N/A,29,48,N/A,N/A,N/A,N/A,86,N/A,37,38,48,N/A,25,35,39,50,37,36,34,30,23,39,25,37,24,18,22,N/A,49,35,39,43,29,18,35,24,N/A,26,41,N/A,31,35,19,25,47
8/23/2016,N/A,40,41,32,17,35,34,33,81,46,N/A,N/A,47,34,39,N/A,35,54,33,N/A,N/A,N/A,120,N/A,36,44,46,N/A,24,40,38,51,38,24,30,18,14,18,16,33,25,16,12,N/A,46,37,36,42,13,10,19,19,N/A,13,43,N/A,16,37,N/A,25,57
8/24/2016,N/A,45,44,33,20,42,37,37,89,51,N/A,N/A,55,43,40,N/A,40,62,41,N/A,N/A,N/A,130,40,38,49,30,43,23,N/A,37,35,39,32,32,26,17,26,19,33,21,11,14,44,31,21,14,33,14,24,22,27,5,18,22,N/A,30,35,8,27,32
8/25/2016,N/A,40,35,29,17,42,27,28,N/A,38,N/A,N/A,44,32,28,31,32,58,33,N/A,21,41,116,35,38,N/A,30,37,22,35,38,35,34,25,19,20,13,21,17,16,23,13,11,32,48,16,8,34,16,11,18,19,9,18,20,29,24,32,10,29,25
8/26/2016,N/A,37,32,27,16,N/A,26,27,N/A,35,N/A,N/A,40,27,28,27,29,55,37,N/A,25,41,115,42,34,N/A,34,34,21,33,37,39,32,23,22,16,13,22,13,25,17,20,13,N/A,33,19,9,42,17,14,17,16,7,17,32,24,26,37,11,25,31
8/27/2016,N/A,23,22,20,13,32,24,21,N/A,31,N/A,N/A,28,33,26,16,19,33,39,N/A,31,43,86,37,N/A,N/A,24,24,17,21,29,23,23,27,26,22,13,25,17,16,17,16,17,N/A,27,21,16,46,15,N/A,12,22,12,14,24,21,16,29,9,N/A,30
8/28/2016,N/A,28,27,22,10,N/A,20,23,N/A,30,N/A,N/A,34,25,13,27,23,51,17,N/A,21,40,91,33,N/A,N/A,19,21,9,17,32,24,20,25,30,20,13,24,19,20,16,15,12,N/A,31,21,11,42,11,9,20,20,13,15,21,22,15,20,10,N/A,25
8/29/2016,N/A,23,24,20,13,N/A,19,20,N/A,27,N/A,N/A,28,24,20,18,21,43,31,N/A,17,36,72,20,N/A,N/A,16,22,25,19,27,23,23,26,26,15,13,28,16,18,14,11,7,N/A,24,19,12,44,13,10,21,14,10,18,20,N/A,24,24,10,N/A,21
8/30/2016,N/A,22,21,16,9,30,20,17,N/A,28,N/A,N/A,28,25,28,17,23,53,24,N/A,21,42,58,16,24,N/A,13,16,19,18,21,20,29,25,23,13,17,23,12,24,19,14,12,N/A,26,25,17,42,12,8,14,14,9,14,29,32,19,N/A,8,14,23
8/31/2016,N/A,27,26,17,11,21,20,16,N/A,36,N/A,N/A,25,33,30,19,21,42,22,N/A,N/A,38,52,29,24,N/A,17,23,15,20,21,22,19,26,22,N/A,N/A,N/A,12,17,17,13,13,N/A,30,25,14,49,13,9,15,17,13,13,16,36,19,24,8,9,17
9/1/2016,N/A,29,29,22,14,22,N/A,25,82,41,N/A,35,26,29,40,21,22,41,29,N/A,N/A,39,43,25,25,N/A,N/A,18,17,28,26,25,23,27,24,14,13,N/A,12,23,19,21,9,N/A,35,19,14,51,13,10,15,13,12,11,20,29,22,24,8,8,24
9/2/2016,N/A,28,28,16,10,21,N/A,19,62,34,N/A,39,25,25,28,11,20,39,31,N/A,N/A,31,48,26,17,N/A,N/A,12,11,24,21,24,16,29,26,14,21,N/A,13,21,18,17,10,N/A,32,21,9,45,15,10,16,12,16,12,19,33,21,22,11,8,N/A
9/3/2016,N/A,16,18,12,10,16,15,15,61,22,N/A,43,19,19,21,11,15,31,19,N/A,11,28,55,23,14,N/A,17,13,11,18,19,23,15,21,18,14,14,N/A,12,19,16,12,9,N/A,23,22,17,64,13,7,13,9,15,12,18,28,24,15,10,7,23
9/4/2016,N/A,17,18,N/A,12,15,14,14,55,26,N/A,31,18,26,18,14,12,26,20,N/A,13,30,54,26,17,N/A,22,14,8,21,23,25,16,25,22,16,16,N/A,13,23,15,13,10,N/A,31,22,13,42,15,10,17,12,18,13,18,24,20,22,9,10,23
9/5/2016,N/A,25,21,N/A,10,13,15,16,53,27,N/A,33,23,23,20,18,17,31,21,N/A,13,29,57,30,21,N/A,26,17,14,26,20,24,19,30,32,17,17,N/A,15,22,19,17,14,N/A,21,22,8,40,14,12,28,18,23,16,22,32,26,20,8,11,28
9/6/2016,N/A,18,19,N/A,12,17,16,N/A,55,25,N/A,37,23,26,25,14,18,31,21,N/A,14,29,61,26,24,N/A,21,20,21,22,19,26,22,32,33,16,14,26,15,28,15,13,15,N/A,46,21,8,37,N/A,10,22,17,24,14,23,26,25,22,8,22,28
9/7/2016,N/A,17,15,N/A,14,26,15,N/A,55,24,N/A,52,22,19,21,12,20,40,20,N/A,19,35,63,19,30,N/A,23,17,15,22,26,22,23,26,21,16,N/A,21,13,28,16,16,15,N/A,N/A,19,7,36,9,12,12,14,19,13,24,21,21,17,7,20,23
9/8/2016,N/A,32,26,N/A,20,N/A,23,24,72,35,N/A,51,33,31,29,19,26,43,13,N/A,19,40,39,27,28,N/A,29,21,22,29,N/A,32,25,26,24,19,28,21,18,29,19,15,15,33,33,19,16,43,13,8,20,17,26,14,25,N/A,19,27,9,21,27
9/9/2016,N/A,40,38,N/A,24,N/A,30,40,80,49,N/A,58,39,40,46,31,30,46,29,N/A,19,48,73,28,33,N/A,34,21,18,29,N/A,36,28,25,24,14,22,29,16,35,23,22,26,33,44,16,10,38,13,16,25,12,23,14,31,N/A,20,32,14,25,34
9/10/2016,N/A,32,31,25,24,31,22,28,65,39,N/A,35,34,27,33,23,27,37,32,N/A,21,38,75,N/A,28,N/A,28,24,15,27,26,30,27,29,27,27,21,36,22,31,25,30,30,39,44,20,16,45,17,21,27,22,27,15,23,N/A,24,24,8,24,37
9/11/2016,N/A,36,28,N/A,22,22,22,27,57,34,N/A,38,29,28,31,18,21,32,28,N/A,26,41,76,N/A,26,N/A,35,19,17,30,20,29,21,21,15,17,15,20,17,33,28,32,20,39,32,32,24,48,12,12,8,13,13,11,29,N/A,17,34,N/A,21,38
9/12/2016,N/A,39,33,N/A,18,26,22,28,68,40,N/A,47,31,28,30,23,22,46,25,N/A,19,34,89,N/A,25,N/A,13,14,13,20,15,14,19,19,14,N/A,N/A,13,13,26,25,24,18,35,35,25,28,58,13,8,12,9,14,6,17,N/A,22,N/A,10,18,17
9/13/2016,N/A,46,32,N/A,22,31,23,26,64,42,N/A,56,33,29,30,25,26,43,21,N/A,18,40,71,26,25,39,25,13,15,24,18,27,20,28,25,19,17,21,18,22,24,31,13,26,28,23,27,49,18,12,16,12,16,18,18,N/A,24,35,12,19,29
9/14/2016,N/A,35,29,N/A,19,20,19,22,56,35,N/A,31,28,26,30,20,22,41,32,N/A,12,37,54,26,19,23,19,14,24,29,21,21,13,20,18,14,12,21,13,14,28,26,N/A,28,31,31,27,50,16,16,19,13,14,13,19,N/A,30,25,13,11,26
9/15/2016,N/A,37,37,27,24,33,27,N/A,62,39,N/A,51,40,37,39,25,29,40,26,N/A,17,39,78,28,28,34,28,22,16,33,34,28,30,27,25,17,11,24,14,27,26,22,N/A,34,29,19,20,50,22,11,15,11,18,12,24,N/A,N/A,26,13,13,30
9/16/2016,N/A,31,31,24,19,25,21,21,57,38,N/A,45,36,32,28,22,25,35,32,N/A,19,40,98,33,24,N/A,27,12,12,26,21,23,22,23,20,13,12,21,12,28,12,19,20,43,33,23,20,40,13,12,16,14,15,9,28,N/A,N/A,23,8,18,32
9/17/2016,N/A,28,22,17,15,20,15,13,55,29,N/A,42,26,28,32,15,19,30,26,N/A,18,43,78,24,19,N/A,21,18,15,20,22,20,18,29,32,20,16,24,16,26,15,14,27,34,N/A,21,17,35,16,10,16,16,18,15,20,N/A,15,N/A,8,17,33
9/18/2016,N/A,30,24,17,18,22,17,12,50,24,N/A,42,28,24,15,17,19,N/A,23,N/A,18,34,73,20,18,N/A,23,16,10,24,15,24,16,22,22,16,13,N/A,16,16,19,18,32,29,N/A,N/A,17,35,13,14,24,12,17,14,17,N/A,17,23,8,18,23
9/19/2016,N/A,39,26,18,17,28,21,20,60,31,N/A,55,36,28,N/A,24,26,N/A,19,N/A,22,36,103,37,20,N/A,22,20,19,27,22,28,19,29,31,20,17,19,17,34,20,14,31,37,N/A,N/A,21,41,15,N/A,27,14,20,13,27,N/A,21,30,11,N/A,23
