Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,79T,80T
6/11/2017,N/A,45,42,14,51,40,43,81,N/A,54,48,N/A,52,N/A,38,N/A,39,N/A,53,N/A,N/A,65,56,49,43,N/A,49,55,87,48,47,63,45,14,25,15,23,19,21,35,52,39,17,N/A,41,28,33,56,19,11,N/A,12,14,14,N/A,21,N/A,57,11,20,39,35,30
6/12/2017,N/A,44,43,15,42,43,45,84,N/A,56,49,N/A,49,N/A,44,N/A,37,N/A,56,N/A,N/A,67,70,59,N/A,N/A,45,48,65,38,38,58,40,24,35,26,20,26,28,55,37,17,38,N/A,47,22,32,52,16,24,N/A,18,30,17,N/A,29,N/A,49,17,44,64,42,29
6/13/2017,35,38,38,N/A,N/A,35,38,75,N/A,47,44,N/A,44,N/A,47,N/A,34,N/A,55,N/A,N/A,62,69,48,N/A,N/A,37,35,54,31,36,54,36,17,43,14,9,16,N/A,40,32,16,36,N/A,49,28,24,50,20,N/A,24,12,22,13,N/A,25,54,53,13,25,N/A,28,24
6/14/2017,25,29,27,N/A,N/A,26,26,63,43,33,37,N/A,36,N/A,25,N/A,27,N/A,41,N/A,N/A,52,58,33,N/A,N/A,28,32,40,25,29,39,31,18,33,16,16,12,N/A,29,30,19,24,N/A,30,24,23,59,16,14,18,12,15,9,N/A,19,N/A,31,10,12,26,26,22
6/15/2017,N/A,61,48,N/A,50,48,53,89,71,65,59,N/A,65,N/A,55,N/A,51,N/A,79,N/A,N/A,72,132,60,62,73,38,46,54,43,50,57,49,20,26,24,16,16,25,47,25,23,22,N/A,50,22,22,38,15,15,13,18,23,12,N/A,22,N/A,48,N/A,38,59,37,24
6/16/2017,N/A,57,50,N/A,49,47,N/A,78,68,60,59,N/A,N/A,N/A,44,N/A,49,N/A,66,N/A,47,N/A,138,69,51,67,46,58,53,56,56,69,60,35,49,39,26,23,35,66,41,22,35,N/A,56,19,22,41,27,27,37,30,36,26,N/A,39,N/A,44,27,53,64,40,21
6/17/2017,N/A,46,37,N/A,39,36,N/A,63,54,46,45,N/A,N/A,N/A,35,N/A,33,N/A,66,N/A,29,N/A,136,60,33,52,46,49,53,42,52,58,47,22,32,21,18,13,19,50,38,23,36,N/A,46,20,18,49,21,11,26,11,25,15,N/A,29,N/A,47,23,23,56,29,22
6/18/2017,N/A,31,23,N/A,27,26,N/A,44,39,33,31,N/A,N/A,N/A,24,N/A,25,N/A,40,N/A,N/A,N/A,45,34,30,40,33,30,38,23,29,37,26,16,26,18,10,10,19,27,34,25,22,N/A,36,22,14,36,15,12,15,9,14,10,N/A,19,N/A,37,13,15,45,21,15
6/19/2017,N/A,27,28,N/A,37,27,N/A,45,46,31,31,N/A,N/A,N/A,20,N/A,25,N/A,32,N/A,N/A,N/A,57,24,29,37,29,34,34,N/A,23,40,26,14,23,16,11,11,14,36,36,29,16,N/A,23,24,21,51,14,14,14,12,13,9,N/A,18,N/A,27,14,10,30,16,25
6/20/2017,N/A,27,27,N/A,44,28,N/A,59,57,38,37,13,42,N/A,33,N/A,30,N/A,37,N/A,N/A,N/A,65,29,39,N/A,23,31,32,20,26,31,24,15,30,14,11,11,16,33,28,23,18,N/A,20,23,27,55,15,12,15,12,13,10,N/A,16,38,31,13,13,37,19,26
6/21/2017,N/A,29,23,N/A,31,31,N/A,61,48,44,34,27,37,N/A,37,N/A,23,N/A,37,N/A,N/A,N/A,77,39,28,N/A,22,23,19,14,17,35,16,N/A,27,16,14,13,19,31,24,18,22,N/A,29,26,24,49,17,17,14,15,12,12,N/A,18,44,23,13,15,33,15,21
6/22/2017,N/A,31,24,N/A,25,22,N/A,99,48,33,31,48,39,N/A,29,N/A,25,N/A,38,N/A,N/A,N/A,58,25,28,36,13,21,35,11,15,20,21,N/A,30,15,15,16,18,23,25,20,24,N/A,17,17,18,54,17,15,15,11,14,12,N/A,N/A,55,23,12,17,21,13,16
6/23/2017,N/A,26,N/A,N/A,14,19,N/A,73,35,30,21,34,29,N/A,30,N/A,20,N/A,37,N/A,N/A,N/A,56,29,25,42,17,22,19,14,14,27,21,18,29,15,15,13,16,27,19,18,25,N/A,21,20,13,42,16,14,20,10,21,10,N/A,N/A,N/A,20,17,17,N/A,11,13
6/24/2017,N/A,25,N/A,N/A,21,19,N/A,76,36,31,23,42,33,N/A,31,N/A,24,N/A,31,N/A,N/A,N/A,49,34,22,31,14,20,26,14,12,24,16,18,29,16,15,15,14,26,20,20,26,N/A,21,19,14,32,18,13,19,10,14,11,N/A,N/A,N/A,22,14,15,N/A,13,17
6/25/2017,N/A,21,N/A,N/A,16,18,15,59,37,29,21,35,29,N/A,20,N/A,24,N/A,22,N/A,N/A,N/A,40,28,23,33,17,21,26,12,10,23,15,16,23,20,18,14,15,25,20,20,21,N/A,21,17,16,38,15,11,17,9,16,12,N/A,N/A,N/A,26,11,22,20,14,16
6/26/2017,N/A,24,N/A,7,19,20,18,53,39,30,25,31,31,N/A,29,N/A,19,N/A,36,N/A,N/A,N/A,50,28,22,40,17,20,21,14,14,30,20,23,32,16,20,14,18,26,18,27,22,N/A,23,18,16,36,19,15,15,14,15,12,N/A,N/A,N/A,28,11,23,22,17,18
6/27/2017,N/A,26,N/A,11,24,23,21,59,39,30,27,42,32,N/A,29,N/A,27,N/A,43,N/A,N/A,N/A,63,33,25,33,20,27,30,15,18,33,22,21,29,15,17,13,20,31,22,20,25,N/A,22,20,17,41,18,11,18,15,16,13,N/A,16,N/A,30,12,15,25,12,17
6/28/2017,N/A,19,N/A,N/A,25,23,17,54,32,23,25,46,29,N/A,9,N/A,17,N/A,40,N/A,N/A,N/A,51,29,27,32,19,20,28,12,17,33,20,18,30,15,14,13,17,35,17,10,31,N/A,27,25,15,30,17,N/A,16,10,17,13,N/A,18,N/A,27,15,15,24,10,14
6/29/2017,N/A,25,N/A,N/A,42,26,27,56,42,29,30,41,38,N/A,31,N/A,22,N/A,39,N/A,N/A,N/A,64,28,30,34,20,22,25,12,18,31,25,20,38,15,14,12,18,32,25,13,32,N/A,26,19,14,38,12,13,20,13,19,12,N/A,17,N/A,21,13,21,21,17,17
6/30/2017,N/A,22,N/A,N/A,37,27,20,53,37,27,24,45,34,N/A,20,N/A,23,N/A,37,N/A,N/A,N/A,92,31,32,32,20,34,38,18,19,28,28,25,39,17,15,13,16,38,20,16,25,N/A,27,16,17,37,16,13,16,14,16,13,N/A,16,N/A,34,15,20,33,21,16
7/1/2017,N/A,23,N/A,27,36,22,22,58,45,30,29,50,36,N/A,27,N/A,22,N/A,30,N/A,N/A,N/A,66,29,28,55,21,24,28,17,20,29,27,25,29,21,12,13,20,37,23,17,21,N/A,21,19,17,36,26,15,14,16,15,14,N/A,18,N/A,22,18,12,29,19,17
7/2/2017,N/A,31,N/A,28,26,N/A,28,49,44,36,36,40,39,N/A,N/A,N/A,25,N/A,37,N/A,N/A,N/A,82,33,28,43,25,23,24,13,17,31,21,23,38,20,20,18,27,27,28,16,18,N/A,21,15,18,32,16,13,15,15,17,14,N/A,17,N/A,21,12,19,28,13,16
7/3/2017,N/A,25,N/A,30,21,N/A,22,63,43,32,29,41,32,N/A,25,N/A,20,N/A,47,N/A,N/A,N/A,59,31,26,41,26,24,40,18,20,36,25,34,36,23,22,18,22,36,30,15,19,N/A,22,18,20,39,19,14,21,18,19,18,N/A,23,N/A,24,15,15,25,18,19
7/4/2017,N/A,28,25,36,25,N/A,23,68,45,34,30,41,35,N/A,32,N/A,25,N/A,35,N/A,N/A,N/A,62,24,26,32,19,36,46,19,18,30,27,33,44,23,14,17,21,36,24,18,19,N/A,22,17,19,38,14,13,14,25,19,13,N/A,15,N/A,39,8,13,21,15,20
7/5/2017,N/A,28,25,33,N/A,27,26,59,48,32,30,61,38,N/A,21,N/A,24,N/A,32,N/A,N/A,N/A,55,25,20,36,19,32,36,19,26,24,24,31,40,19,11,17,20,38,31,14,18,N/A,23,21,25,54,21,16,19,18,18,18,N/A,N/A,N/A,31,12,15,19,16,27
7/6/2017,N/A,27,22,31,N/A,28,22,59,43,28,27,40,36,N/A,22,N/A,26,N/A,37,N/A,N/A,N/A,51,25,23,N/A,18,22,31,16,22,27,23,28,28,17,19,16,18,31,33,15,21,N/A,23,19,19,43,20,15,15,19,18,14,N/A,N/A,28,23,11,15,19,13,18
7/7/2017,N/A,19,14,26,N/A,17,15,81,33,17,20,28,27,N/A,N/A,N/A,14,N/A,27,N/A,N/A,N/A,40,19,21,N/A,16,19,25,16,14,19,18,31,33,15,N/A,18,19,29,30,26,19,N/A,18,20,19,42,18,15,18,21,18,20,N/A,N/A,32,20,10,20,14,14,16
7/8/2017,N/A,22,18,28,N/A,22,21,49,47,30,26,46,35,N/A,N/A,N/A,27,N/A,28,N/A,N/A,N/A,42,20,24,N/A,17,23,31,13,18,22,22,24,40,18,11,15,18,27,33,19,17,N/A,23,15,19,48,18,12,15,15,15,14,N/A,N/A,23,25,9,18,19,16,18
7/9/2017,N/A,21,16,27,N/A,23,17,44,31,23,23,33,31,N/A,N/A,N/A,21,N/A,24,N/A,N/A,N/A,63,30,27,N/A,23,26,35,15,18,26,20,22,32,12,15,15,18,31,36,19,17,N/A,32,21,23,43,13,15,15,11,16,14,N/A,N/A,24,25,7,11,24,15,21
7/10/2017,N/A,29,20,32,N/A,21,23,70,47,29,28,43,34,N/A,22,N/A,21,N/A,32,N/A,N/A,N/A,59,27,25,N/A,19,29,28,16,17,25,18,21,38,17,12,13,15,23,28,11,23,N/A,20,22,18,37,15,9,13,15,13,13,N/A,N/A,23,26,8,14,23,17,20
7/11/2017,N/A,27,22,33,N/A,30,25,68,46,33,28,36,34,N/A,29,N/A,21,N/A,30,N/A,N/A,N/A,60,30,29,N/A,17,25,32,14,22,22,27,19,36,11,34,11,16,38,26,13,23,N/A,23,20,18,45,16,8,10,12,14,11,N/A,N/A,27,30,7,15,25,20,15
7/12/2017,N/A,23,17,N/A,N/A,24,19,67,42,28,24,40,30,N/A,17,N/A,16,N/A,27,N/A,N/A,N/A,75,22,21,N/A,16,34,28,22,17,26,20,16,N/A,11,N/A,14,15,27,32,24,15,N/A,16,19,21,51,18,10,14,11,13,11,N/A,N/A,21,33,8,17,17,13,24
7/13/2017,N/A,18,16,N/A,N/A,19,16,75,41,28,20,40,28,N/A,20,N/A,20,N/A,27,N/A,57,N/A,74,26,22,N/A,19,22,30,15,18,22,24,21,45,14,33,13,16,N/A,34,17,19,N/A,20,19,23,45,11,11,14,24,17,11,N/A,N/A,18,28,6,17,24,16,26
7/14/2017,N/A,23,15,N/A,N/A,24,17,78,44,34,26,34,29,N/A,32,N/A,18,N/A,23,N/A,52,N/A,41,27,23,N/A,17,18,35,N/A,14,23,17,26,N/A,15,19,14,16,18,27,15,20,N/A,26,23,16,43,18,10,14,12,14,13,N/A,N/A,26,26,11,10,18,15,17
7/15/2017,N/A,35,20,N/A,N/A,27,23,75,47,38,31,41,37,N/A,29,N/A,26,N/A,35,N/A,50,N/A,60,37,24,N/A,19,23,29,N/A,21,30,21,20,33,13,11,12,18,17,35,35,20,N/A,32,31,29,48,15,N/A,12,12,16,10,N/A,N/A,23,28,12,9,34,17,23
7/16/2017,N/A,27,14,N/A,N/A,18,17,51,40,29,21,29,32,N/A,22,N/A,19,N/A,27,N/A,49,N/A,56,35,18,N/A,21,19,44,18,18,31,17,21,29,16,18,15,20,15,42,30,19,N/A,30,45,39,56,20,8,15,17,16,11,N/A,N/A,18,28,N/A,12,28,18,30
7/17/2017,N/A,29,16,N/A,N/A,21,19,64,41,28,22,29,30,N/A,24,N/A,18,N/A,25,N/A,54,N/A,37,33,28,N/A,21,27,34,21,24,28,20,22,40,11,13,14,17,21,35,31,19,N/A,N/A,49,43,65,14,9,12,14,12,17,N/A,N/A,25,26,N/A,15,25,40,39
7/18/2017,22,28,26,N/A,N/A,25,28,59,43,30,32,42,38,N/A,30,N/A,19,N/A,38,N/A,62,46,58,35,26,N/A,30,36,55,29,32,32,27,22,41,15,19,12,17,27,47,30,27,N/A,N/A,47,47,65,15,8,15,11,16,9,N/A,N/A,18,42,N/A,17,34,28,38
7/19/2017,19,27,19,N/A,N/A,25,22,55,36,25,27,38,36,N/A,27,N/A,22,N/A,42,N/A,55,37,49,25,27,N/A,22,34,42,20,27,27,25,29,37,15,14,16,18,27,52,30,23,N/A,25,37,47,73,20,12,19,14,22,15,N/A,N/A,21,30,12,11,24,15,40
7/20/2017,21,29,16,N/A,N/A,20,19,88,40,34,29,40,37,N/A,25,N/A,21,N/A,44,N/A,43,30,36,25,16,N/A,13,21,28,15,15,24,17,30,39,14,18,18,23,18,48,29,22,N/A,23,39,47,72,16,11,14,19,20,11,N/A,N/A,21,28,N/A,17,25,10,40
7/21/2017,21,32,21,N/A,N/A,24,23,75,40,34,31,39,38,N/A,32,N/A,25,N/A,36,N/A,54,35,83,31,25,36,21,33,36,19,24,29,26,28,42,12,14,18,16,26,49,33,19,N/A,26,45,49,64,10,9,17,13,19,15,N/A,N/A,18,28,N/A,12,24,17,39
7/22/2017,15,23,14,N/A,N/A,20,17,61,38,28,25,36,29,N/A,22,N/A,19,N/A,30,N/A,48,30,68,N/A,21,30,18,24,28,13,21,24,18,27,51,12,16,12,15,19,44,39,29,N/A,30,48,57,70,19,9,13,11,17,14,N/A,N/A,22,30,9,14,N/A,13,46
7/23/2017,22,26,16,N/A,N/A,28,18,50,35,31,27,38,34,N/A,21,N/A,21,N/A,33,N/A,49,33,62,35,21,30,26,21,41,16,14,27,19,23,36,12,17,14,15,17,47,37,18,N/A,26,41,56,66,8,12,12,13,15,11,N/A,N/A,14,28,10,15,N/A,14,44
7/24/2017,21,28,17,N/A,N/A,22,20,73,40,34,26,32,32,N/A,N/A,N/A,24,N/A,33,N/A,49,31,56,N/A,N/A,37,17,24,37,16,15,29,15,34,37,18,18,17,22,25,47,32,19,N/A,23,39,56,64,17,13,15,16,16,15,N/A,N/A,N/A,22,N/A,14,31,17,41
7/25/2017,19,31,15,N/A,N/A,20,18,81,38,37,25,30,38,N/A,N/A,N/A,25,N/A,32,N/A,52,28,73,N/A,18,42,16,20,26,14,20,26,15,36,46,27,15,14,25,36,32,28,23,N/A,28,33,51,63,16,14,16,24,16,19,N/A,N/A,25,26,10,23,42,13,38
7/26/2017,15,22,12,N/A,N/A,19,15,71,33,31,20,29,31,N/A,16,N/A,19,N/A,34,N/A,40,25,34,N/A,13,23,18,20,33,15,13,34,14,27,43,16,18,15,20,28,25,30,N/A,N/A,20,40,49,58,16,15,18,19,18,16,N/A,N/A,20,22,14,16,30,10,37
7/27/2017,20,28,17,N/A,N/A,22,20,77,42,32,25,34,33,N/A,20,N/A,23,N/A,26,N/A,51,N/A,53,N/A,21,31,16,23,34,15,20,25,16,15,31,16,13,15,20,24,29,28,N/A,N/A,21,48,55,68,17,12,14,19,19,15,N/A,N/A,26,19,13,17,26,17,41
7/28/2017,17,23,15,N/A,N/A,21,17,55,30,26,24,26,27,N/A,16,N/A,17,N/A,25,N/A,49,N/A,54,35,25,22,20,23,44,16,21,27,20,18,42,16,13,13,16,24,22,15,N/A,N/A,23,44,32,44,18,16,12,24,14,15,N/A,N/A,N/A,22,10,21,33,20,19
7/29/2017,25,29,23,N/A,N/A,27,22,80,40,38,34,44,37,N/A,25,N/A,25,N/A,32,N/A,55,N/A,77,36,31,31,25,31,56,22,28,30,25,22,41,17,18,18,19,32,33,23,N/A,N/A,N/A,35,31,39,23,10,16,20,18,18,N/A,N/A,27,31,10,18,37,21,23
7/30/2017,27,36,30,N/A,N/A,36,32,59,48,42,38,55,47,N/A,23,N/A,34,N/A,43,N/A,62,N/A,N/A,44,35,43,34,42,77,29,34,39,34,19,37,16,12,15,16,28,24,14,N/A,N/A,N/A,26,28,41,18,N/A,17,21,17,13,N/A,N/A,26,34,13,20,N/A,25,22
7/31/2017,33,44,37,N/A,N/A,41,37,74,51,47,44,56,53,N/A,35,N/A,36,N/A,48,N/A,73,N/A,N/A,55,43,50,42,42,45,30,42,50,39,18,38,16,16,19,18,46,25,19,N/A,N/A,N/A,22,29,28,20,9,19,16,20,17,N/A,N/A,25,39,12,22,N/A,42,19
8/1/2017,36,45,41,N/A,N/A,46,43,76,58,53,49,66,56,57,43,N/A,38,N/A,56,N/A,78,N/A,71,58,44,53,41,40,46,29,41,53,38,24,32,24,20,20,20,43,22,20,N/A,N/A,N/A,25,26,26,17,12,24,13,26,18,N/A,27,24,42,N/A,21,N/A,44,18
8/2/2017,33,37,32,N/A,N/A,33,34,66,50,45,41,64,49,39,36,N/A,33,N/A,41,N/A,67,N/A,56,45,32,45,35,40,29,26,39,57,35,24,29,20,11,20,18,30,29,N/A,N/A,N/A,39,22,18,31,17,12,20,18,22,13,N/A,21,22,30,N/A,12,56,33,24
8/3/2017,30,34,30,N/A,N/A,34,29,98,53,45,43,44,39,41,35,N/A,26,N/A,30,N/A,59,N/A,40,29,26,37,35,40,46,28,39,49,30,27,31,18,21,23,21,17,27,18,N/A,N/A,N/A,23,24,40,15,10,22,17,26,15,N/A,20,25,43,12,20,39,27,26
8/4/2017,24,28,28,N/A,N/A,34,28,72,46,36,35,45,41,45,29,N/A,28,N/A,32,N/A,66,N/A,68,32,34,29,34,N/A,47,25,38,51,33,31,42,22,13,19,22,17,23,17,N/A,N/A,39,24,24,26,20,15,22,19,27,14,N/A,24,23,33,16,17,46,22,13
8/5/2017,20,23,24,N/A,N/A,27,25,56,38,32,33,57,36,36,35,N/A,27,N/A,29,N/A,64,N/A,57,27,35,31,27,N/A,28,16,27,26,27,28,29,16,17,16,21,16,17,18,N/A,N/A,29,25,28,27,20,14,16,18,17,13,N/A,19,29,23,12,12,38,22,15
8/6/2017,19,22,25,N/A,N/A,26,23,54,42,31,35,50,30,32,23,N/A,15,N/A,25,N/A,54,N/A,69,23,31,23,23,N/A,30,13,24,26,24,25,46,13,15,14,17,17,25,11,N/A,N/A,24,21,28,36,13,10,10,14,14,12,N/A,22,N/A,29,8,15,34,20,22
8/7/2017,19,20,20,N/A,N/A,23,21,39,34,27,30,56,32,36,15,N/A,21,N/A,29,N/A,59,N/A,59,29,27,23,23,N/A,26,14,20,35,28,29,30,11,12,13,17,15,25,18,N/A,N/A,26,28,32,37,20,11,15,17,18,10,N/A,19,N/A,31,7,15,38,14,21
8/8/2017,28,25,21,N/A,N/A,23,20,88,37,27,29,32,31,29,30,N/A,21,N/A,34,N/A,59,N/A,54,37,19,29,22,33,28,12,21,39,20,27,42,12,19,14,22,14,32,16,N/A,N/A,27,17,22,33,18,11,17,19,17,12,N/A,18,N/A,27,11,13,39,23,19
8/9/2017,30,27,17,N/A,N/A,28,22,98,39,32,29,41,35,35,28,N/A,23,N/A,32,N/A,56,N/A,77,39,21,30,32,23,39,N/A,15,36,18,27,32,11,11,10,13,14,33,18,N/A,N/A,31,19,19,30,17,9,13,15,14,11,N/A,16,N/A,34,N/A,11,46,17,17
8/10/2017,25,27,20,N/A,N/A,N/A,22,60,43,33,29,41,35,32,14,N/A,22,N/A,30,N/A,61,N/A,61,43,30,26,25,27,72,16,N/A,34,20,30,40,11,13,14,15,16,29,20,N/A,N/A,30,17,18,36,13,10,15,14,20,10,N/A,16,N/A,35,9,17,42,17,19
8/11/2017,18,26,16,N/A,N/A,N/A,16,77,39,29,27,39,31,26,N/A,N/A,17,N/A,34,18,55,21,80,37,29,28,24,N/A,85,27,N/A,40,22,32,30,13,11,15,18,14,23,15,N/A,N/A,28,13,15,32,14,10,16,18,19,13,N/A,18,N/A,31,11,11,43,20,12
8/12/2017,13,19,12,N/A,N/A,N/A,13,30,25,18,23,39,26,26,N/A,N/A,13,N/A,27,15,52,14,67,34,19,15,25,N/A,56,16,N/A,33,19,27,38,9,14,16,14,14,24,7,N/A,N/A,32,13,16,31,15,7,16,14,17,10,N/A,12,N/A,15,13,16,43,13,14
8/13/2017,14,18,15,N/A,N/A,N/A,17,28,28,19,23,48,26,24,N/A,N/A,14,N/A,27,21,56,21,63,39,17,14,26,N/A,56,16,N/A,32,22,28,31,16,17,16,16,16,20,8,N/A,N/A,27,14,14,31,17,7,19,13,20,10,N/A,16,N/A,31,12,15,43,17,13
8/14/2017,21,25,18,N/A,N/A,N/A,18,44,41,26,27,47,33,25,N/A,N/A,23,N/A,29,25,63,31,85,45,18,20,19,N/A,36,9,N/A,30,33,31,44,14,16,15,18,19,20,7,N/A,N/A,32,21,17,29,18,13,18,19,18,13,N/A,16,N/A,25,13,16,45,16,12
8/15/2017,17,19,18,N/A,N/A,N/A,16,44,37,20,28,46,28,35,N/A,18,16,N/A,25,29,68,33,76,34,23,19,23,N/A,33,12,25,23,24,30,41,16,19,14,16,17,19,7,N/A,N/A,24,17,15,24,19,10,18,22,18,12,N/A,18,N/A,20,12,25,47,17,7
8/16/2017,16,22,16,N/A,N/A,N/A,16,76,35,26,28,47,32,28,N/A,19,23,N/A,26,23,53,27,71,26,26,26,18,14,21,17,19,22,17,27,43,11,10,12,16,13,21,16,N/A,N/A,18,19,20,35,10,10,15,19,17,11,N/A,16,N/A,29,9,22,40,11,17
8/17/2017,12,16,13,N/A,N/A,N/A,14,50,30,20,25,54,27,25,N/A,14,15,N/A,22,25,49,29,93,21,16,36,14,17,23,18,19,18,18,29,41,10,12,9,16,11,30,25,N/A,N/A,15,26,25,30,17,9,14,16,18,14,N/A,15,N/A,28,N/A,21,18,13,22
8/18/2017,23,31,22,N/A,N/A,N/A,21,76,51,32,31,71,34,41,N/A,27,23,N/A,32,47,55,26,47,25,21,39,26,24,33,25,23,29,19,27,39,13,12,12,17,12,37,22,N/A,N/A,22,37,27,39,11,12,17,15,15,14,N/A,16,N/A,23,18,12,30,13,20
8/19/2017,22,29,20,34,N/A,N/A,21,68,54,N/A,33,65,37,30,N/A,27,26,N/A,40,42,59,27,113,39,N/A,31,32,27,43,N/A,N/A,36,25,25,40,17,11,12,16,11,32,18,N/A,N/A,31,31,30,36,18,10,16,16,16,15,N/A,12,N/A,43,16,13,34,18,20
8/20/2017,14,18,12,20,N/A,N/A,11,N/A,29,N/A,23,42,24,27,N/A,16,12,N/A,23,68,50,24,65,23,N/A,18,17,17,33,19,N/A,16,16,20,34,8,11,8,14,9,26,18,N/A,N/A,19,31,37,40,31,11,16,9,11,21,N/A,15,N/A,22,14,13,33,10,26
8/21/2017,14,19,16,20,N/A,N/A,16,N/A,33,N/A,23,32,28,34,N/A,13,17,N/A,26,44,56,10,74,28,N/A,22,20,17,26,18,N/A,25,15,22,45,9,13,11,17,16,29,16,N/A,N/A,21,33,34,52,N/A,11,14,11,17,9,N/A,13,N/A,27,14,10,32,13,25
8/22/2017,22,29,20,26,N/A,N/A,20,58,66,28,28,46,N/A,31,N/A,21,25,N/A,27,65,54,25,57,34,N/A,N/A,24,N/A,25,24,26,34,17,27,31,12,14,15,17,8,27,18,N/A,N/A,28,28,33,44,N/A,13,16,12,17,11,N/A,15,N/A,24,13,13,38,14,21
8/23/2017,19,25,14,24,N/A,N/A,15,67,59,30,23,35,N/A,31,N/A,27,20,N/A,28,60,56,31,66,37,N/A,N/A,20,N/A,23,26,19,32,13,28,36,11,17,15,N/A,12,30,17,N/A,N/A,33,25,34,41,19,12,20,13,18,12,N/A,29,N/A,N/A,16,19,35,14,25
8/24/2017,25,31,19,29,N/A,N/A,19,88,48,35,29,44,33,29,N/A,20,23,N/A,19,N/A,55,32,61,29,20,N/A,17,N/A,33,21,25,25,18,33,37,13,11,14,N/A,14,29,18,N/A,N/A,20,19,36,52,14,9,15,18,25,11,N/A,21,N/A,30,N/A,15,28,17,30
8/25/2017,23,24,22,24,N/A,N/A,18,111,44,31,25,36,28,31,N/A,17,17,N/A,19,N/A,56,35,44,35,21,N/A,20,20,25,21,26,33,17,36,43,14,20,15,17,9,29,21,N/A,N/A,23,20,42,47,19,8,17,18,18,13,N/A,23,N/A,27,N/A,11,26,16,31
8/26/2017,17,27,21,23,N/A,N/A,20,86,40,27,29,42,35,23,N/A,25,22,N/A,30,N/A,62,28,115,46,18,N/A,17,N/A,29,27,18,25,16,27,30,12,14,13,18,15,25,13,N/A,N/A,19,22,31,38,14,16,14,17,18,14,N/A,18,N/A,22,15,17,22,15,16
8/27/2017,13,20,13,N/A,N/A,N/A,N/A,52,27,21,25,37,27,17,N/A,N/A,15,N/A,28,N/A,49,24,66,21,16,N/A,13,N/A,18,17,15,21,15,22,38,16,12,12,17,7,25,12,N/A,N/A,16,23,29,41,24,N/A,15,11,15,15,N/A,14,N/A,17,18,18,24,13,17
8/28/2017,19,26,18,N/A,N/A,N/A,15,79,39,30,24,38,29,23,N/A,N/A,16,N/A,27,N/A,45,28,64,23,18,N/A,14,N/A,21,17,20,23,N/A,26,32,18,21,14,22,14,19,15,N/A,N/A,19,22,22,29,19,11,18,14,20,15,N/A,18,N/A,26,15,22,20,15,12
8/29/2017,27,34,31,N/A,N/A,N/A,28,85,52,41,37,46,40,28,N/A,N/A,28,N/A,41,N/A,54,41,52,24,28,N/A,23,N/A,34,30,34,32,N/A,30,47,18,N/A,14,18,15,26,18,N/A,N/A,28,22,29,41,20,10,11,16,20,14,N/A,13,N/A,43,12,25,25,21,19
8/30/2017,36,31,34,42,N/A,N/A,33,78,58,40,42,65,41,36,N/A,N/A,28,N/A,36,N/A,63,51,63,34,33,N/A,27,N/A,34,27,33,39,N/A,25,39,14,11,11,16,22,32,20,N/A,N/A,31,26,27,35,15,14,14,12,17,14,N/A,17,N/A,32,11,27,35,26,20
8/31/2017,22,24,24,29,N/A,22,23,71,43,29,31,47,33,31,N/A,N/A,20,N/A,29,N/A,54,41,59,26,32,N/A,21,31,34,27,30,34,N/A,28,44,11,12,11,15,17,40,23,N/A,N/A,28,21,25,39,15,N/A,16,14,18,15,N/A,16,N/A,33,16,22,28,20,26
9/1/2017,27,28,27,38,N/A,24,26,66,49,31,34,49,36,39,N/A,25,26,N/A,33,N/A,59,37,49,34,29,N/A,30,35,31,28,28,37,N/A,26,31,15,12,14,15,11,29,24,N/A,N/A,32,17,17,39,15,13,18,14,18,14,N/A,16,N/A,39,11,15,31,16,22
9/2/2017,22,31,22,27,N/A,19,20,83,61,35,29,51,34,23,N/A,23,21,N/A,37,N/A,54,40,68,33,30,N/A,27,N/A,20,26,28,32,N/A,27,45,14,17,16,15,11,26,14,N/A,N/A,37,19,26,33,25,N/A,19,12,18,14,N/A,18,N/A,20,15,17,52,N/A,19
9/3/2017,16,23,15,22,N/A,21,13,47,35,26,24,35,30,22,N/A,17,23,N/A,29,N/A,53,31,78,29,23,N/A,27,N/A,27,22,29,34,N/A,27,32,12,13,15,15,14,25,13,N/A,N/A,37,23,17,34,19,12,16,16,19,13,N/A,17,N/A,42,19,18,33,12,10
9/4/2017,15,18,13,N/A,N/A,12,14,46,38,23,20,31,25,23,N/A,8,21,N/A,23,N/A,56,33,64,30,22,N/A,23,N/A,23,18,29,36,N/A,31,44,15,17,14,16,19,22,13,N/A,N/A,28,17,16,32,25,13,22,16,19,15,N/A,19,N/A,32,22,25,31,13,15
9/5/2017,17,19,19,N/A,N/A,15,15,41,38,24,25,49,28,25,N/A,N/A,18,N/A,21,N/A,57,37,67,28,21,N/A,14,N/A,21,16,23,31,N/A,26,26,20,19,16,23,20,24,12,N/A,N/A,26,15,19,28,19,N/A,21,12,27,17,N/A,21,N/A,22,20,35,21,13,15
