Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T (*),68T (**),69T,70T,71T,72T,73T,74T,75T,76T,77T,79T,80T
7/2/2018,23,18,19,n/a,n/a,15,21,78,40,29,26,n/a,37,n/a,n/a,n/a,43,n/a,25,16,15,49,67,33,27,21,51,n/a,14,n/a,15,36,17,31,29,12,16,16,17,33,30,29,30,33,n/a,26,25,37,n/a,n/a,n/a,n/a,n/a,15,9,19,23,21,25,15,17,20,14,17
7/3/2018,26,27,25,33,n/a,21,27,82,41,34,31,n/a,40,n/a,24,n/a,34,n/a,33,16,13,47,49,29,30,31,25,n/a,19,n/a,18,41,14,33,34,17,19,20,22,27,21,32,28,32,n/a,24,30,33,n/a,n/a,n/a,n/a,n/a,17,15,18,22,23,21,18,n/a,18,15,21
7/4/2018,23,26,16,n/a,n/a,16,20,77,42,26,25,n/a,41,n/a,n/a,n/a,32,n/a,34,17,14,46,44,37,22,30,23,n/a,19,n/a,17,41,12,31,31,11,12,17,18,26,24,34,27,33,n/a,27,41,43,n/a,n/a,n/a,n/a,n/a,13,13,17,18,23,19,21,n/a,20,13,29
7/5/2018,27,23,21,n/a,n/a,19,24,79,60,32,25,n/a,39,n/a,n/a,n/a,25,n/a,20,17,15,53,39,34,21,29,23,n/a,16,n/a,19,34,16,29,57,8,11,13,16,27,15,26,32,31,n/a,28,44,33,n/a,n/a,n/a,n/a,n/a,12,13,16,21,25,21,18,17,19,16,24
7/6/2018,29,25,19,n/a,n/a,22,25,59,50,31,28,n/a,37,n/a,14,n/a,37,n/a,27,19,16,49,44,39,25,26,24,n/a,21,n/a,21,35,19,28,27,n/a,17,15,15,28,21,29,31,33,n/a,31,39,36,n/a,n/a,n/a,n/a,n/a,13,11,22,33,21,25,18,14,19,16,26
7/7/2018,31,30,n/a,n/a,n/a,24,30,65,54,37,35,n/a,43,n/a,20,n/a,28,n/a,29,24,19,56,n/a,35,28,34,29,n/a,22,n/a,23,44,18,26,27,13,20,16,16,31,27,28,30,39,23,36,41,38,n/a,n/a,n/a,n/a,n/a,12,10,20,17,19,28,21,18,23,20,36
7/8/2018,43,40,n/a,n/a,n/a,40,43,71,57,52,50,n/a,51,n/a,30,n/a,50,n/a,49,n/a,38,78,n/a,62,48,43,45,n/a,28,n/a,35,56,33,32,35,13,16,20,19,45,25,26,38,54,n/a,30,35,39,n/a,n/a,n/a,n/a,n/a,18,14,35,17,18,36,13,18,50,33,27
7/9/2018,35,38,n/a,n/a,n/a,33,38,77,49,44,42,n/a,54,n/a,26,n/a,61,n/a,47,26,26,71,n/a,50,42,43,41,n/a,28,n/a,30,58,29,29,33,11,14,18,18,42,18,29,38,46,n/a,25,24,18,n/a,n/a,n/a,n/a,n/a,15,15,31,16,21,32,14,19,40,28,13
7/10/2018,37,47,21,n/a,n/a,n/a,40,120,60,45,43,n/a,56,n/a,25,n/a,54,n/a,42,23,19,65,77,36,35,42,29,n/a,27,n/a,28,48,23,30,37,13,15,15,21,35,19,40,31,43,34,24,25,29,n/a,n/a,n/a,n/a,n/a,16,12,26,17,18,35,14,16,33,22,21
7/11/2018,27,27,n/a,n/a,n/a,n/a,24,59,45,30,25,n/a,39,n/a,n/a,n/a,24,n/a,41,16,13,45,54,29,22,30,27,n/a,15,n/a,14,51,14,29,32,12,15,14,18,35,28,37,38,39,24,28,28,31,n/a,n/a,n/a,n/a,n/a,11,10,20,15,23,25,12,16,19,13,24
7/12/2018,33,29,19,n/a,n/a,18,24,58,44,32,30,n/a,37,n/a,13,n/a,23,n/a,32,20,13,53,74,33,24,31,28,n/a,16,n/a,17,53,14,28,29,11,10,18,19,46,28,29,30,40,29,31,30,32,n/a,n/a,n/a,n/a,n/a,14,13,22,16,20,30,10,22,21,16,27
7/13/2018,32,26,20,n/a,n/a,19,24,56,54,29,30,n/a,35,n/a,n/a,n/a,27,n/a,23,16,12,54,70,30,21,30,29,n/a,18,n/a,17,47,13,27,31,10,10,16,15,25,27,36,35,32,32,40,41,49,n/a,n/a,n/a,n/a,n/a,10,14,21,16,18,22,15,17,24,16,38
7/14/2018,40,34,22,n/a,n/a,27,32,82,78,48,38,n/a,46,n/a,24,n/a,54,n/a,33,24,23,62,77,42,42,36,32,n/a,24,n/a,29,49,24,32,39,14,11,15,14,33,36,42,32,36,28,43,46,44,n/a,n/a,n/a,n/a,n/a,10,11,n/a,13,17,31,15,16,24,27,32
7/15/2018,38,33,12,n/a,n/a,26,n/a,57,45,38,38,n/a,41,n/a,23,n/a,28,n/a,30,29,17,66,47,44,29,30,32,n/a,28,n/a,30,54,22,30,47,8,11,21,16,35,40,49,32,38,29,44,43,45,n/a,n/a,n/a,n/a,n/a,16,13,n/a,14,17,36,15,16,29,17,35
7/16/2018,40,40,20,n/a,n/a,28,n/a,74,58,46,39,n/a,51,n/a,26,n/a,40,n/a,48,27,18,72,66,40,32,42,34,n/a,26,n/a,30,60,30,35,23,11,12,20,18,35,42,44,28,43,40,46,46,48,n/a,n/a,n/a,n/a,n/a,17,17,n/a,18,16,33,14,13,n/a,18,37
7/17/2018,n/a,39,30,28,n/a,29,n/a,90,56,44,38,n/a,48,n/a,36,n/a,56,n/a,33,23,14,64,28,34,31,41,21,n/a,18,n/a,22,36,18,n/a,26,11,9,17,20,36,23,28,19,30,24,42,40,42,n/a,n/a,n/a,n/a,n/a,13,16,19,8,18,26,16,23,n/a,26,28
7/18/2018,n/a,26,18,24,n/a,20,24,49,41,31,27,n/a,35,n/a,19,n/a,24,n/a,23,21,22,52,52,34,25,30,17,n/a,16,n/a,19,26,14,n/a,29,n/a,7,9,12,45,22,30,19,42,n/a,35,33,32,15,n/a,n/a,n/a,10,7,14,17,10,20,27,23,21,23,n/a,27
7/19/2018,32,24,10,25,n/a,20,27,55,34,31,30,n/a,39,n/a,24,n/a,42,n/a,27,26,27,n/a,67,43,35,19,22,n/a,21,n/a,29,42,24,25,24,n/a,10,11,22,41,32,38,32,34,n/a,47,48,51,13,n/a,n/a,n/a,13,13,12,26,19,18,31,11,15,26,20,49
7/20/2018,39,29,17,46,n/a,29,35,68,43,38,38,n/a,51,n/a,38,n/a,65,28,35,31,41,n/a,60,46,40,28,37,n/a,32,n/a,38,45,33,26,28,n/a,10,16,17,44,35,n/a,35,37,40,49,41,45,10,n/a,14,n/a,19,14,13,32,22,19,33,n/a,14,35,24,38
7/21/2018,40,37,32,46,n/a,37,36,68,48,42,43,n/a,49,n/a,50,n/a,49,32,38,33,37,n/a,76,64,40,42,46,n/a,31,n/a,37,46,32,36,44,10,15,20,20,46,33,n/a,47,47,49,34,32,36,13,14,18,n/a,26,17,14,37,25,16,28,13,17,39,24,26
7/22/2018,38,33,30,43,n/a,30,32,60,44,41,38,n/a,46,n/a,36,n/a,65,31,56,27,33,n/a,84,53,40,36,45,n/a,34,n/a,37,50,28,36,40,15,16,20,22,48,30,n/a,33,47,n/a,37,30,21,16,9,18,n/a,23,18,18,33,18,16,42,18,15,n/a,28,19
7/23/2018,43,41,36,44,n/a,33,37,62,54,47,44,n/a,52,n/a,42,n/a,55,n/a,45,31,30,n/a,74,55,39,46,48,n/a,32,n/a,39,62,32,33,41,12,12,15,19,51,28,n/a,35,48,53,40,39,29,16,13,22,n/a,27,14,13,30,17,20,34,19,18,32,22,24
7/24/2018,44,53,37,n/a,n/a,34,41,75,69,54,46,n/a,58,n/a,43,n/a,48,47,54,28,22,n/a,61,48,42,55,53,n/a,39,n/a,45,78,37,35,36,12,14,19,23,44,35,39,35,39,42,29,44,36,19,11,24,n/a,35,20,17,36,24,19,39,14,18,44,22,27
7/25/2018,44,42,38,n/a,n/a,35,41,70,56,47,46,50,54,n/a,46,n/a,50,31,39,36,37,n/a,68,58,57,44,50,36,29,36,37,61,30,34,40,12,17,21,22,55,35,44,39,51,48,30,36,46,13,9,22,n/a,25,25,14,29,26,17,32,14,25,39,33,34
7/26/2018,n/a,35,34,n/a,n/a,29,38,67,54,41,44,48,49,n/a,40,n/a,47,27,38,27,28,n/a,57,63,34,46,48,50,32,43,37,61,31,35,54,9,13,23,21,45,n/a,42,38,41,41,30,42,42,21,7,30,n/a,37,22,16,34,31,24,41,17,24,n/a,25,35
7/27/2018,n/a,38,36,n/a,n/a,34,39,64,52,44,43,51,53,n/a,44,n/a,50,34,39,29,38,n/a,63,61,38,43,42,49,30,40,39,52,34,38,39,12,13,19,20,33,25,32,40,47,50,26,28,32,14,8,27,n/a,29,17,16,30,27,15,36,17,16,n/a,31,22
7/28/2018,n/a,30,28,n/a,n/a,28,31,51,40,35,34,48,48,n/a,24,n/a,43,29,37,23,29,n/a,53,51,32,33,49,53,37,51,39,44,33,32,33,n/a,17,21,22,34,15,29,37,48,42,20,26,28,20,11,22,n/a,23,19,18,32,30,27,39,20,15,32,33,19
7/29/2018,n/a,30,29,n/a,n/a,26,31,61,42,37,39,45,48,n/a,27,n/a,65,29,36,25,27,n/a,54,37,39,38,35,42,26,38,30,50,28,38,38,13,13,17,21,26,n/a,30,35,36,29,18,26,21,18,17,22,n/a,30,19,19,21,26,21,26,23,17,22,21,16
7/30/2018,n/a,30,32,n/a,n/a,28,30,107,50,41,41,44,45,n/a,43,n/a,40,27,35,24,27,n/a,54,37,30,43,35,38,21,38,24,41,21,42,44,13,12,20,24,34,n/a,30,35,36,25,20,17,21,19,14,21,n/a,35,20,18,20,25,24,35,18,16,21,16,7
7/31/2018,n/a,35,n/a,n/a,n/a,25,36,75,51,41,41,41,46,n/a,39,n/a,37,24,29,23,23,n/a,53,38,28,33,37,33,22,34,27,51,25,36,36,8,12,19,19,43,21,29,36,36,28,16,17,23,33,15,n/a,n/a,32,19,17,24,23,21,31,18,21,27,18,16
8/1/2018,36,36,n/a,34,n/a,24,29,64,47,37,33,37,45,n/a,39,n/a,41,25,31,21,24,52,84,43,23,38,35,40,22,39,26,47,28,37,36,12,14,22,23,35,28,37,41,43,37,22,29,34,41,21,33,n/a,41,21,18,29,24,29,33,23,21,27,16,24
8/2/2018,38,34,n/a,35,n/a,28,31,64,53,40,35,39,42,n/a,36,n/a,n/a,25,31,21,28,53,65,42,32,36,32,30,15,23,21,51,17,44,43,16,16,23,24,33,26,27,36,40,35,29,27,31,52,18,34,n/a,48,21,23,26,31,29,27,28,18,31,21,20
8/3/2018,37,34,n/a,34,n/a,25,30,61,49,38,32,40,44,n/a,31,n/a,n/a,27,28,19,27,48,80,36,24,42,31,35,20,34,25,48,18,47,45,12,18,28,24,37,28,33,33,39,34,27,25,33,48,18,32,n/a,50,19,21,25,22,29,28,25,14,30,17,17
8/4/2018,33,27,n/a,34,n/a,23,27,57,41,33,32,41,40,n/a,32,n/a,33,18,26,23,35,56,77,48,38,26,32,33,19,32,28,40,20,50,44,12,12,24,28,49,23,34,39,42,33,25,33,36,55,20,32,n/a,36,20,23,23,24,30,23,24,17,n/a,27,22
8/5/2018,34,22,n/a,35,n/a,23,26,43,56,29,30,36,39,n/a,n/a,n/a,33,18,27,27,26,57,62,36,33,23,25,34,23,29,24,42,21,38,42,13,15,22,30,36,19,28,47,38,n/a,28,45,43,64,15,30,n/a,27,21,16,22,21,22,33,22,25,24,19,29
8/6/2018,32,21,n/a,n/a,n/a,19,25,77,36,28,30,38,43,n/a,n/a,n/a,75,20,27,21,25,51,63,32,39,27,34,31,22,32,25,41,24,41,35,17,22,24,33,57,15,28,43,40,32,24,36,27,58,18,36,n/a,29,26,24,23,26,7,28,23,25,19,20,19
8/7/2018,40,31,n/a,n/a,n/a,30,36,77,46,39,42,45,52,n/a,n/a,n/a,63,28,38,37,n/a,59,52,40,37,34,39,43,32,38,37,46,35,40,34,15,12,23,27,46,24,30,41,45,42,39,45,45,35,21,41,n/a,40,25,26,30,20,6,35,23,28,26,28,44
8/8/2018,47,46,n/a,47,n/a,31,35,100,66,56,45,51,56,n/a,n/a,n/a,38,39,43,22,n/a,59,74,36,39,49,36,n/a,27,30,34,53,31,40,38,7,13,18,23,48,29,26,38,48,45,32,38,40,49,18,36,n/a,36,16,27,27,20,n/a,31,21,26,23,24,27
8/9/2018,38,35,n/a,n/a,n/a,25,31,63,47,50,34,34,46,n/a,46,n/a,32,33,40,20,n/a,48,86,37,31,42,34,n/a,23,31,25,45,19,35,38,n/a,13,17,21,43,19,24,34,43,43,30,35,22,32,13,24,n/a,34,19,17,26,19,n/a,28,14,24,26,19,22
8/10/2018,34,32,n/a,n/a,n/a,23,29,67,38,43,32,36,48,n/a,44,n/a,35,28,29,18,16,47,63,46,36,36,30,26,19,23,25,41,20,33,32,n/a,9,12,17,35,19,31,38,36,42,22,19,23,68,8,25,n/a,36,15,13,25,16,17,20,11,19,27,14,14
8/11/2018,30,20,n/a,n/a,n/a,18,23,59,40,34,25,31,37,n/a,29,n/a,40,15,24,21,16,44,98,42,29,18,29,24,22,n/a,27,37,18,32,30,n/a,10,15,20,40,25,43,33,31,37,25,27,31,63,11,24,n/a,29,20,13,19,23,15,30,15,15,21,16,25
8/12/2018,29,22,n/a,n/a,n/a,17,22,40,28,31,23,24,36,n/a,21,n/a,33,15,25,18,15,44,47,44,31,21,34,27,24,23,24,34,21,30,34,n/a,15,18,17,31,26,33,30,32,39,29,28,33,78,10,25,n/a,21,n/a,14,26,22,22,29,17,19,21,18,25
8/13/2018,37,27,n/a,n/a,n/a,27,31,47,37,43,33,35,51,n/a,32,n/a,59,25,34,21,27,55,63,45,44,24,37,29,28,33,31,37,29,28,24,14,8,16,19,42,27,30,38,34,47,35,33,40,80,6,26,n/a,19,n/a,12,25,25,n/a,33,18,20,n/a,26,31
8/14/2018,36,26,n/a,n/a,n/a,25,29,60,37,39,33,30,48,n/a,31,n/a,55,20,36,26,18,54,55,45,35,21,34,31,25,30,30,44,25,31,23,14,12,18,20,41,29,38,41,40,42,43,42,46,47,11,27,n/a,32,19,n/a,25,24,16,29,16,25,n/a,20,36
8/15/2018,36,25,n/a,n/a,n/a,21,26,70,42,38,29,32,43,n/a,36,n/a,37,19,36,22,19,51,63,41,33,24,27,31,26,29,26,42,23,35,43,11,10,20,21,33,38,47,37,40,41,44,49,44,40,9,27,n/a,31,23,n/a,19,20,17,33,18,17,22,15,31
8/16/2018,33,32,n/a,n/a,n/a,22,27,88,58,45,33,30,36,n/a,39,n/a,28,21,28,27,17,57,70,44,28,28,30,30,19,25,25,45,18,33,34,15,14,21,21,37,41,47,32,41,37,44,42,43,52,6,28,n/a,25,20,14,23,16,23,36,16,11,27,14,33
8/17/2018,32,29,n/a,n/a,n/a,18,23,67,42,37,25,32,38,n/a,33,n/a,37,13,21,19,11,41,57,38,25,24,25,25,20,25,19,38,14,33,36,9,7,16,14,31,39,39,30,34,34,47,47,58,41,6,16,n/a,19,14,10,19,15,16,40,12,17,22,15,44
8/18/2018,28,16,n/a,n/a,n/a,15,19,60,25,26,22,24,34,n/a,29,n/a,24,11,21,22,13,42,48,31,27,12,39,28,22,25,22,28,17,24,21,11,11,10,18,38,19,27,35,38,38,31,30,24,41,5,18,n/a,13,14,9,23,26,11,24,9,13,18,17,17
8/19/2018,26,13,n/a,n/a,n/a,13,18,42,36,24,23,25,36,n/a,28,n/a,33,11,21,29,12,43,69,31,25,14,23,31,20,25,22,29,19,31,20,22,16,20,22,44,25,33,34,31,32,45,39,44,16,14,22,n/a,22,16,14,23,17,13,40,15,22,19,18,41
8/20/2018,31,20,n/a,n/a,n/a,23,26,59,37,35,32,32,43,n/a,33,n/a,48,19,27,25,19,50,61,33,37,22,21,35,26,27,28,36,29,41,27,24,15,26,37,46,31,38,38,45,41,49,52,50,16,15,36,n/a,38,23,25,23,34,23,26,18,28,22,27,46
8/21/2018,48,41,n/a,n/a,n/a,41,46,95,63,61,56,64,54,n/a,63,n/a,69,31,41,43,37,75,73,52,43,44,34,44,30,42,41,49,42,40,23,27,21,24,30,54,36,n/a,41,53,46,42,33,42,39,15,26,n/a,39,25,26,28,30,19,36,22,25,38,33,33
8/22/2018,42,46,n/a,n/a,n/a,33,39,98,54,58,46,50,52,n/a,61,n/a,61,34,44,28,25,64,80,55,36,44,41,51,43,46,44,61,48,38,26,18,16,23,26,54,30,n/a,31,39,53,36,32,25,45,17,27,n/a,33,19,16,27,23,17,35,14,22,29,29,22
8/23/2018,44,44,n/a,n/a,n/a,36,43,79,55,63,48,48,56,n/a,64,n/a,75,38,46,34,27,n/a,56,51,45,44,42,48,37,47,46,54,50,35,25,20,11,23,26,50,31,n/a,39,47,54,40,31,27,25,16,20,n/a,29,23,17,29,23,14,48,11,17,n/a,35,21
8/24/2018,33,33,n/a,n/a,n/a,23,31,77,41,46,38,42,49,n/a,48,n/a,47,31,27,28,11,n/a,68,29,30,32,24,29,20,28,26,70,24,35,20,11,7,13,15,53,31,34,28,30,38,34,45,29,18,9,24,n/a,27,16,11,26,22,22,24,15,14,27,17,25
8/25/2018,30,23,n/a,n/a,n/a,18,21,73,30,37,26,46,35,n/a,35,n/a,50,11,31,22,6,n/a,57,28,23,20,22,27,18,28,20,40,19,33,18,11,8,15,15,37,36,40,32,30,33,28,39,43,32,10,21,n/a,22,15,10,18,17,16,25,14,14,22,12,29
8/26/2018,29,21,n/a,n/a,n/a,17,22,53,34,33,28,43,35,n/a,24,n/a,33,16,29,19,n/a,n/a,45,29,64,20,20,25,18,27,19,38,18,33,20,14,11,15,16,30,n/a,46,24,33,33,31,40,41,44,8,19,n/a,22,16,12,15,20,17,26,14,14,21,14,33
8/27/2018,28,25,n/a,n/a,n/a,16,23,72,33,40,28,39,40,n/a,33,n/a,49,20,32,21,n/a,n/a,50,23,27,26,27,36,26,29,34,52,27,28,15,12,10,n/a,15,41,33,39,28,29,32,28,40,43,48,9,23,n/a,28,15,11,19,23,15,28,18,13,22,11,36
8/28/2018,34,36,n/a,n/a,n/a,28,29,109,49,58,40,59,49,n/a,56,n/a,62,24,32,26,11,n/a,57,32,29,34,48,34,28,39,38,63,31,30,19,12,12,15,37,34,20,28,28,35,39,26,24,29,39,7,23,n/a,33,16,12,28,23,16,34,15,10,30,17,19
8/29/2018,39,44,n/a,n/a,n/a,33,34,89,63,65,48,55,48,n/a,54,n/a,42,30,35,n/a,18,n/a,55,37,28,39,52,38,25,35,38,70,30,40,25,12,13,19,17,37,14,30,27,37,41,19,26,23,26,10,21,n/a,38,22,17,23,11,25,29,15,14,32,20,16
8/30/2018,26,28,n/a,n/a,n/a,19,22,65,37,38,26,42,36,n/a,38,n/a,30,14,27,14,n/a,n/a,56,35,22,23,33,32,20,31,28,59,18,45,31,15,12,21,19,45,n/a,30,33,29,32,18,24,19,49,12,28,n/a,34,20,18,24,18,28,23,19,17,28,12,12
8/31/2018,27,30,n/a,n/a,n/a,18,22,84,37,42,29,29,40,n/a,44,n/a,47,19,27,17,n/a,41,54,36,23,28,26,29,20,29,28,56,20,40,28,11,13,18,15,39,n/a,30,39,35,29,18,15,24,44,8,31,n/a,36,22,16,24,22,15,28,15,15,23,11,9
9/1/2018,28,28,n/a,n/a,n/a,22,25,80,49,46,31,62,46,n/a,36,n/a,34,19,28,20,13,45,54,34,24,27,31,39,26,31,28,48,27,30,23,13,14,17,20,33,26,40,33,31,n/a,34,25,31,57,10,32,n/a,33,20,16,24,16,20,33,17,17,25,16,23
9/2/2018,27,30,n/a,n/a,n/a,20,28,58,46,41,41,63,42,n/a,26,n/a,36,23,33,21,27,40,83,44,26,n/a,43,34,20,n/a,27,52,25,33,20,14,13,18,18,36,28,35,38,36,n/a,31,24,26,65,10,28,n/a,25,19,17,26,20,22,30,17,20,35,18,26
9/3/2018,26,26,n/a,n/a,n/a,20,24,58,35,37,29,45,38,n/a,31,n/a,36,16,28,17,13,34,63,41,28,n/a,29,26,17,28,18,44,16,34,25,13,10,15,16,29,22,28,38,34,n/a,29,24,21,58,13,18,n/a,29,18,13,19,20,13,18,11,21,25,20,16
9/4/2018,22,22,n/a,n/a,n/a,14,18,76,30,30,22,n/a,35,n/a,23,n/a,38,16,28,17,n/a,30,33,21,20,n/a,14,25,16,29,21,27,25,34,22,13,11,17,18,33,18,33,30,25,22,27,22,18,44,9,26,n/a,28,19,15,14,15,16,17,n/a,16,16,16,14
9/5/2018,26,30,n/a,n/a,n/a,16,25,93,43,47,31,45,39,n/a,31,n/a,n/a,17,30,16,n/a,n/a,47,30,25,n/a,31,27,13,25,18,40,16,31,20,10,12,19,17,34,21,29,30,28,18,22,22,26,36,10,34,n/a,27,14,13,19,15,23,23,18,16,22,15,19
9/6/2018,34,38,n/a,n/a,n/a,25,30,101,51,n/a,38,61,49,n/a,45,n/a,52,38,45,20,17,21,111,42,35,n/a,54,40,27,38,33,64,30,34,26,21,14,18,26,45,29,27,33,38,36,26,19,26,16,12,34,n/a,33,21,17,19,19,20,45,15,20,34,21,21
9/7/2018,38,43,n/a,n/a,n/a,31,37,97,56,56,46,66,50,n/a,44,n/a,44,34,45,26,28,37,132,54,36,n/a,48,40,30,40,38,76,33,39,25,21,11,18,26,58,30,29,47,50,34,27,23,27,19,16,34,n/a,37,25,24,32,24,17,37,16,31,52,26,20
9/8/2018,41,43,n/a,n/a,n/a,33,38,78,59,61,47,66,52,n/a,35,n/a,n/a,46,55,26,26,59,176,52,33,n/a,39,42,36,43,49,60,41,30,20,17,12,13,26,48,28,29,34,38,30,26,25,26,12,18,22,n/a,32,17,15,26,15,11,38,17,27,32,26,15
9/9/2018,52,42,n/a,n/a,n/a,38,45,65,64,70,63,85,n/a,n/a,40,n/a,n/a,44,56,27,34,77,170,56,35,n/a,30,41,32,40,47,54,43,30,17,13,12,11,21,33,26,37,31,30,20,30,22,27,15,10,26,n/a,25,15,12,29,16,21,28,16,20,27,20,16
9/10/2018,56,44,n/a,n/a,n/a,41,45,89,70,74,56,83,n/a,n/a,36,n/a,n/a,42,52,24,33,71,168,60,22,n/a,28,39,29,43,46,68,39,34,20,15,9,17,22,43,27,30,36,33,25,28,22,21,14,9,34,n/a,29,18,13,25,18,17,34,13,23,28,13,18
9/11/2018,32,33,n/a,n/a,n/a,22,29,95,46,44,34,36,n/a,n/a,46,n/a,45,29,40,19,19,40,145,42,26,n/a,37,33,25,32,29,51,26,35,22,18,12,18,21,49,23,28,50,39,36,27,21,23,19,11,43,n/a,31,22,18,26,18,19,34,17,30,35,20,18
9/12/2018,33,35,n/a,n/a,n/a,25,30,90,46,51,37,n/a,n/a,n/a,50,n/a,39,27,40,25,21,55,139,33,28,n/a,22,29,25,29,25,44,24,36,26,18,11,17,21,36,19,23,41,33,18,28,22,20,23,14,36,n/a,37,20,n/a,19,17,21,36,15,30,26,20,18
9/13/2018,32,34,n/a,n/a,n/a,23,30,91,50,47,38,42,n/a,n/a,37,n/a,25,29,43,24,11,56,93,36,n/a,n/a,22,29,21,28,19,52,22,39,30,18,14,19,23,34,19,n/a,36,31,26,29,26,21,18,16,33,n/a,29,27,15,20,15,16,20,16,31,26,22,16
9/14/2018,28,25,n/a,n/a,n/a,19,24,80,38,37,31,55,n/a,n/a,20,n/a,21,25,39,22,7,45,72,31,n/a,n/a,15,22,18,20,18,43,16,32,22,20,12,17,29,36,17,n/a,41,33,21,22,23,19,17,10,45,n/a,30,25,18,18,24,17,29,20,27,20,14,14
9/15/2018,31,27,n/a,n/a,n/a,19,23,67,41,38,38,62,n/a,n/a,21,n/a,22,23,35,16,n/a,40,94,36,25,n/a,n/a,n/a,14,19,15,35,17,35,22,19,13,20,31,24,11,n/a,51,37,17,15,16,14,22,14,32,n/a,40,24,18,21,24,24,23,24,25,22,10,5
9/16/2018,30,27,n/a,n/a,n/a,19,26,52,41,36,43,69,n/a,n/a,19,n/a,19,20,36,18,n/a,45,104,37,25,n/a,n/a,29,14,34,29,46,28,37,26,20,13,18,29,36,13,n/a,43,34,30,20,19,18,27,15,31,n/a,39,25,26,19,21,27,24,18,20,26,11,10
9/17/2018,27,24,n/a,n/a,n/a,18,23,84,41,38,31,34,39,n/a,48,n/a,17,17,21,18,n/a,45,70,30,22,n/a,23,22,15,36,13,50,17,42,26,16,13,21,29,41,10,n/a,39,31,17,19,24,24,23,14,44,n/a,30,24,26,20,23,23,33,19,20,22,12,16
9/18/2018,20,16,n/a,n/a,n/a,15,19,52,28,27,24,41,34,n/a,31,n/a,16,15,24,23,n/a,41,72,30,23,13,25,30,20,38,18,35,18,30,17,14,13,13,25,36,15,n/a,35,30,19,21,22,23,n/a,12,22,n/a,30,20,14,23,18,18,27,n/a,22,20,16,12
9/19/2018,22,17,22,n/a,n/a,21,26,89,36,26,34,48,31,n/a,32,n/a,15,34,38,29,n/a,57,81,26,24,10,18,30,20,36,17,33,21,27,17,11,9,11,18,32,21,31,31,31,21,28,25,32,14,10,24,n/a,18,15,13,21,14,18,27,15,20,24,15,16
9/20/2018,34,41,31,n/a,n/a,27,n/a,58,57,51,56,80,54,n/a,n/a,n/a,32,40,56,28,31,73,157,45,30,47,n/a,44,29,53,40,52,36,30,18,9,9,13,19,31,21,26,29,40,27,18,18,28,16,8,35,n/a,22,18,14,26,11,19,36,15,26,32,17,14
9/21/2018,47,54,n/a,n/a,n/a,36,n/a,100,69,66,56,85,67,n/a,n/a,n/a,43,59,53,30,29,87,195,50,33,76,n/a,63,41,67,52,58,43,37,23,17,12,15,24,40,23,26,35,38,28,33,24,26,19,10,43,n/a,33,18,21,32,18,19,43,15,29,38,16,15
9/22/2018,41,33,29,n/a,n/a,27,n/a,68,48,56,27,62,n/a,n/a,n/a,n/a,30,38,46,30,28,70,173,54,40,46,36,58,36,54,35,46,35,34,23,21,11,19,27,39,27,25,38,37,24,29,19,23,23,11,29,n/a,38,24,21,34,22,22,35,13,26,29,20,13
9/23/2018,34,27,n/a,n/a,n/a,24,n/a,40,38,45,20,55,n/a,n/a,n/a,n/a,24,33,40,27,21,55,137,44,38,24,17,40,22,38,17,31,26,33,24,18,11,18,27,39,25,22,30,32,24,23,21,19,21,10,30,n/a,29,23,19,28,18,14,33,16,27,21,22,14
9/24/2018,38,32,29,n/a,n/a,28,n/a,73,53,51,31,71,n/a,n/a,n/a,n/a,25,34,43,23,18,59,102,35,31,27,19,39,23,43,26,38,30,36,21,21,11,14,18,40,30,29,36,33,20,31,26,31,21,13,34,n/a,31,20,24,18,17,17,32,15,25,17,22,19
9/25/2018,34,30,29,n/a,n/a,27,35,73,57,50,41,63,n/a,n/a,n/a,n/a,26,27,31,30,n/a,70,80,40,25,31,n/a,45,26,40,26,44,23,33,21,16,15,17,22,57,27,24,35,35,25,31,29,26,19,12,48,n/a,28,25,16,17,17,23,23,16,23,21,15,19
9/26/2018,27,25,21,n/a,n/a,17,28,68,43,36,30,32,41,n/a,30,n/a,19,16,30,20,n/a,41,90,37,26,19,n/a,33,24,36,26,57,32,31,22,12,13,17,19,45,22,25,52,38,20,31,28,33,20,11,40,n/a,29,20,22,21,20,20,27,19,21,34,13,20
9/27/2018,26,22,21,n/a,n/a,16,26,55,43,33,29,34,39,n/a,22,n/a,17,17,31,20,13,46,110,34,25,17,35,33,19,48,31,59,24,32,21,17,12,18,22,57,22,22,55,37,24,34,26,32,25,12,34,n/a,29,20,23,21,21,23,22,17,25,39,13,21
9/28/2018,30,31,26,n/a,n/a,23,35,73,52,46,39,45,46,n/a,51,n/a,25,27,37,28,22,57,125,40,27,26,33,40,20,49,32,58,21,32,19,20,15,14,23,61,19,15,50,44,49,22,20,22,24,13,35,n/a,25,28,25,27,24,23,21,17,28,40,16,9
